WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-59.5326606 13.1072733,-59.5328081 13.1072524,-59.5329261 13.1072211,-59.5329717 13.1071584,-59.5329986 13.1070173,-59.5330334 13.1065941,-59.5329852 13.1065184,-59.5329192 13.106457)",service,,,,,,,,,,,
"LINESTRING (-59.5341734 13.1084254,-59.5339373 13.1083966,-59.5338274 13.1084463,-59.5337523 13.1085429,-59.5336196 13.1088305)",service,,,,,,,,,,,
"LINESTRING (-59.5358527 13.1088552,-59.535273 13.1088471,-59.5349654 13.1088429,-59.5347261 13.1088591,-59.534344 13.1089105,-59.534061 13.1089385,-59.5339078 13.108923,-59.5336748 13.1088382,-59.5336196 13.1088305,-59.5334945 13.1088131,-59.5332284 13.1087797,-59.5328679 13.1087462,-59.5326019 13.1087295,-59.5324916 13.1087611)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5332721 13.1084776,-59.5332284 13.1087797)",service,,,,,,,,,,,
"LINESTRING (-59.5324648 13.1083888,-59.5324621 13.1087937)",service,,,,,,,,,,,
"LINESTRING (-59.5324916 13.1087611,-59.5324621 13.1087937,-59.532448 13.1088591,-59.5324309 13.1097562)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5324309 13.1097562,-59.5316408 13.1096696,-59.5311874 13.1096016,-59.5309326 13.1095807,-59.5307669 13.1095548,-59.5304431 13.1094696,-59.5300729 13.1093599,-59.5293637 13.109138,-59.5290001 13.1089994,-59.5289129 13.1089433,-59.5288271 13.1088593)",tertiary,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5359599 13.1095516,-59.5353615 13.1097092,-59.5350724 13.1097927,-59.5347299 13.1098858,-59.5342041 13.1100274,-59.5339997 13.1100855,-59.5337919 13.1101647)",primary,,Highway 5,asphalt,60,H5,,,2,,,
"LINESTRING (-59.5337919 13.1101647,-59.533136 13.1099425,-59.5324309 13.1097562)",tertiary,yes,,asphalt,,,,,,,,
"LINESTRING (-59.5313329 13.1105596,-59.5307301 13.1103767)",residential,,,,,,,,,,,
"LINESTRING (-59.5307669 13.1095548,-59.5307301 13.1103767,-59.5306838 13.1114112)",residential,,,,,,,,,,,
"LINESTRING (-59.5287861 13.1089595,-59.5275642 13.1086886)",residential,,,,,,,,,,,
"LINESTRING (-59.5286801 13.1092185,-59.5282972 13.1091671)",service,,,,,,,,,,,
"LINESTRING (-59.5299703 13.110476,-59.5281937 13.1104296)",residential,,,,,,,,,,,
"LINESTRING (-59.5268105 13.1095442,-59.5269199 13.1095264,-59.5271608 13.1095483,-59.5275368 13.10961,-59.5284475 13.1098166)",residential,yes,,,,,,,,,,
"LINESTRING (-59.5343124 13.1270328,-59.5342295 13.1269306,-59.5340477 13.1268616,-59.5339121 13.1268226,-59.5314694 13.126676)",path,,,,,,,,,,,
"LINESTRING (-59.5327307 13.1276594,-59.5327602 13.1279362,-59.5327521 13.1281743)",service,,,,,,,,,,,
"LINESTRING (-59.4571007 13.0919404,-59.4554795 13.0919201,-59.4554462 13.0918757,-59.455427 13.0916818)",residential,yes,,,,,,,,,,
"LINESTRING (-59.455427 13.0916818,-59.4550783 13.0917341,-59.454963 13.0917968,-59.4548906 13.0918856,-59.4547806 13.0920998,-59.4545124 13.0924943)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4539813 13.092894,-59.4540671 13.092894,-59.4546197 13.0929254,-59.454735 13.0929436,-59.4548074 13.0929018,-59.4548182 13.0927529,-59.4547618 13.0926615,-59.4546151 13.0925774,-59.4545124 13.0924943,-59.4543971 13.0924368,-59.4543005 13.0924264,-59.4542093 13.0925021,-59.4540859 13.0926589,-59.4540484 13.0927529,-59.4540671 13.092894)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4570927 13.0924603,-59.45531 13.0924001,-59.4547806 13.0920998)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4553102 13.0930732,-59.4553305 13.0929436,-59.45531 13.0924001)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4570814 13.0928264,-59.4570927 13.0924603,-59.4571007 13.0919404,-59.4571114 13.0917288,-59.4571141 13.0914362,-59.4571329 13.0909059,-59.457141 13.0905872,-59.4571329 13.09042)",unclassified,,Ocean City,asphalt,60,,,,,,,
"LINESTRING (-59.4577703 13.0926779,-59.4578891 13.091806)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4570766 13.0929802,-59.4558964 13.0929541,-59.4553305 13.0929436)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4581994 13.0931272,-59.4570739 13.0930429)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4633118 13.0916296,-59.4632742 13.0921516)",residential,,,,,,,,,,,
"LINESTRING (-59.463871 13.091957,-59.4639159 13.0919373,-59.4643427 13.0919934)",residential,,Hope Spring Avenue,,,,,,,,,
"LINESTRING (-59.4644248 13.0915111,-59.4643427 13.0919934)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4637262 13.0926519,-59.4637064 13.0926128,-59.4638361 13.0919949,-59.463871 13.091957)",residential,,Hope Spring Avenue,,,,,,,,,
"LINESTRING (-59.4653906 13.0916554,-59.4653731 13.0923228)",residential,,,,,,,,,,,
"LINESTRING (-59.4663723 13.0918905,-59.4664663 13.0921151)",residential,,Lashley Road,asphalt,60,,,,,,,
"LINESTRING (-59.4647029 13.0925567,-59.4647632 13.0922105,-59.4647713 13.0921491,-59.4647673 13.092106,-59.4647337 13.0920799,-59.4646036 13.092042,-59.4643427 13.0919934)",residential,,,,,,,,,,,
"LINESTRING (-59.467744 13.0919359,-59.4676935 13.0918655,-59.4675906 13.0913086)",residential,yes,,sett,,,driveway,,,,,
"LINESTRING (-59.4642141 13.0927347,-59.463753 13.0926728,-59.4637262 13.0926519)",residential,,Hope Spring Avenue,,,,,,,,,
"LINESTRING (-59.4672629 13.0911008,-59.4673284 13.0913405,-59.4673486 13.0914543,-59.4673497 13.0915636,-59.4673473 13.0916855,-59.4673406 13.0918148,-59.4673577 13.0920681)",residential,,Cane Garden No 2,asphalt,,,,,,,,
"LINESTRING (-59.4643427 13.0919934,-59.4642141 13.0927347)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4689927 13.091483,-59.4688774 13.0919792)",residential,,,,,,,,,,,
"LINESTRING (-59.4660205 13.0929777,-59.4660812 13.0921425)",residential,,,,,,,,,,,
"LINESTRING (-59.4673767 13.0926663,-59.4672506 13.092712,-59.4670843 13.092746,-59.4668885 13.0927564,-59.4667343 13.0927617,-59.4665197 13.0927604,-59.4663098 13.0927485)",residential,,,,,,,,,,,
"LINESTRING (-59.4664663 13.0921151,-59.4665258 13.0920947,-59.4668014 13.0920925,-59.4672981 13.0920756,-59.4673577 13.0920681,-59.4675331 13.0920194,-59.467744 13.0919359,-59.4679217 13.091864,-59.4685225 13.0915926,-59.4687125 13.0915326,-59.4688275 13.0914984,-59.4689927 13.091483,-59.4692476 13.0914935,-59.4693552 13.0915026,-59.4696996 13.0915522,-59.4698779 13.0915588,-59.4700201 13.0915261,-59.4701555 13.0914399,-59.4702776 13.0913132,-59.4703916 13.0912022,-59.4705337 13.0910963,-59.4707456 13.0909918,-59.4709656 13.0908913,-59.4713599 13.090711,-59.4717863 13.0904524,-59.4721055 13.0902381,-59.4722705 13.0901258,-59.4728766 13.0897248,-59.4732682 13.089393,-59.4735096 13.0891853,-59.4738691 13.0889776,-59.4739468 13.0889149,-59.4740058 13.0888378,-59.474077 13.0887052,-59.4740825 13.0885988,-59.474077 13.0876429,-59.4740862 13.0874153)",secondary,,Highway N,asphalt,60,HN,,,2,,,
"LINESTRING (-59.4712866 13.0930808,-59.4713128 13.0930072,-59.4713092 13.0929303,-59.4712813 13.0928713,-59.4703846 13.0923055,-59.4702711 13.0921896,-59.4702323 13.0921282,-59.470209 13.092059,-59.4701335 13.0917894,-59.4700201 13.0915261)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4730512 13.0930695,-59.4726197 13.0928839)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4751395 13.0928457,-59.4743131 13.0925478,-59.4734857 13.0923155,-59.4733969 13.092345)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4529996 13.0952452,-59.4531954 13.0954229,-59.4531874 13.0956606,-59.453174 13.0960577,-59.453188 13.0962173)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4532987 13.095368,-59.4533054 13.0956449,-59.453292 13.0957834,-59.4532625 13.096042,-59.4532733 13.0962098)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4538941 13.0954516,-59.4538324 13.0958722,-59.4538011 13.096163)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4554377 13.0961517,-59.4551239 13.0961557,-59.4547715 13.0961425,-59.4543976 13.0961289,-59.4541 13.0961269,-59.4539786 13.0961465,-59.4538011 13.096163,-59.4537507 13.0961676,-59.4532733 13.0962098,-59.453188 13.0962173,-59.4529123 13.0962642)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4535508 13.0969799,-59.453579 13.0969015,-59.4535897 13.0966507,-59.4536514 13.096622,-59.4538418 13.0966281,-59.4538982 13.0965828,-59.4539786 13.0961465)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4564865 13.096622,-59.4564463 13.0964208,-59.4563953 13.0963712,-59.4563095 13.0963477,-59.4561914 13.0963451,-59.4561351 13.0963294,-59.4560573 13.0962745,-59.4559045 13.096204,-59.455714 13.0961857,-59.4555504 13.0961726,-59.4554377 13.0961517)",residential,,,,,,,,,,,
"LINESTRING (-59.4575256 13.0945519,-59.4574557 13.0952665,-59.4574321 13.0955078,-59.4573936 13.0957958,-59.4574373 13.0961216,-59.4574802 13.0964135)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4531136 13.0971301,-59.4537592 13.0971494,-59.4538625 13.0971899,-59.4542499 13.0973957)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4544815 13.0970478,-59.4544494 13.0973874,-59.4544547 13.0975311)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4606244 13.0952537,-59.4604225 13.0962141)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4538807 13.0969721,-59.4540256 13.09704,-59.4542053 13.0971628,-59.4542643 13.0972437,-59.4542589 13.0973169,-59.4542499 13.0973957,-59.4542428 13.097458,-59.4542857 13.0975128,-59.4543582 13.0975233,-59.4544547 13.0975311,-59.4545996 13.0975703,-59.4548095 13.0976011)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4613673 13.0974257,-59.4607439 13.0973682)",residential,,,,,,,,,,,
"LINESTRING (-59.4656294 13.0967547,-59.4656187 13.0960488)",secondary,,St. Martin's Main Road,asphalt,60,HN,,no,2,,,
"LINESTRING (-59.4707559 13.0966466,-59.4704457 13.0966352,-59.4701238 13.0966169,-59.4699964 13.0966065,-59.469936 13.0965947,-59.4699139 13.0965817,-59.4698985 13.0965581,-59.4698891 13.0964915,-59.4699138 13.0960719,-59.4699226 13.0957274,-59.4699159 13.0956895,-59.4698811 13.0956699,-59.4695002 13.0956634)",residential,,Circular Road,,,,,,,,,
"LINESTRING (-59.4692476 13.0914935,-59.46921 13.0918728,-59.4691509 13.0922725,-59.4689767 13.0930556,-59.4689397 13.0931842,-59.4689189 13.0932416,-59.4688096 13.0935844,-59.4686106 13.094209,-59.4684761 13.0948094,-59.4683386 13.0953668,-59.4680725 13.09716)",unclassified,,Harrington Road,asphalt,,,,,,,,
"LINESTRING (-59.4680725 13.09716,-59.467971 13.097526)",unclassified,,Harrington Road,asphalt,,,,,,,,
"LINESTRING (-59.4675594 13.0975996,-59.467971 13.097526)",unclassified,,1st Avenue,,,,,,,,,
"LINESTRING (-59.4726814 13.0961241,-59.472067 13.0966719)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4675594 13.0975996,-59.4669613 13.0977537,-59.4659629 13.0979893)",unclassified,,1st Avenue,asphalt,,,,,,,,
"LINESTRING (-59.4712279 13.0970731,-59.4712816 13.0965338,-59.471295 13.0964985,-59.4713232 13.0964829,-59.47137 13.0964856,-59.471962 13.0965506,-59.472067 13.0966719)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4675594 13.0975996,-59.4675315 13.0980719)",residential,yes,,,,,,,,,,
"LINESTRING (-59.472067 13.0966719,-59.4715809 13.0970998,-59.4712279 13.0970731)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4706634 13.0975147,-59.4707559 13.0966466,-59.4707916 13.0960987,-59.4708147 13.0959823,-59.4708242 13.0959635,-59.4708406 13.0959481,-59.4708597 13.0959351,-59.4708782 13.0959272,-59.4709227 13.0959232,-59.4711501 13.0959315,-59.4712016 13.0959245,-59.4712362 13.0959047,-59.4712606 13.0958798,-59.4712735 13.0958208,-59.4712761 13.0957568,-59.4712778 13.0955889)",residential,,College Drive,,,,,,,,,
"LINESTRING (-59.4712279 13.0970731,-59.4711765 13.0975531)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4706127 13.0978838,-59.4707577 13.0976152)",service,,,asphalt,,,,no,,,,
"LINESTRING (-59.4707121 13.0979489,-59.4706665 13.0979803,-59.4706182 13.0980377,-59.4705672 13.0980691,-59.4705082 13.0980612,-59.470476 13.0980299,-59.4704519 13.0979855,-59.4704573 13.0979306,-59.4704814 13.0978888,-59.4705243 13.0978653,-59.4705726 13.0978575)",service,,,asphalt,,,,yes,,,,
"LINESTRING (-59.4736926 13.0977402,-59.4711765 13.0975531,-59.4706634 13.0975147,-59.4701644 13.097473,-59.4699284 13.0974521,-59.4697098 13.0973765,-59.4690392 13.0972155,-59.4680725 13.09716)",unclassified,,Garrett Road,,,,,,,,,
"LINESTRING (-59.4818444 13.1034841,-59.4818146 13.1038884,-59.4818361 13.1040059,-59.4818897 13.1040425,-59.482166 13.1040922,-59.4827641 13.1041914,-59.4828983 13.1042204)",service,,,,,,,,,,,
"LINESTRING (-59.4894924 13.1026902,-59.4900256 13.1022807,-59.4904153 13.102043,-59.4904544 13.1019993,-59.4904442 13.1019387,-59.4902611 13.1016871)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4907131 13.1023177,-59.4907595 13.1023007,-59.4908246 13.1023176,-59.4911084 13.1025777,-59.4911285 13.1026288,-59.4911023 13.1026655)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4891654 13.1032867,-59.4888454 13.1029522)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4897398 13.1030909,-59.4902421 13.1027324,-59.4907131 13.1023177)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4835567 13.1044419,-59.4845556 13.1044833)",service,yes,,,,,,,,,,
"LINESTRING (-59.488702 13.1037243,-59.4883674 13.1033685)",residential,,,,,,,,,,,
"LINESTRING (-59.490464 13.1032342,-59.4906091 13.1035122)",residential,,,,,,,,,,,
"LINESTRING (-59.4911023 13.1026655,-59.4907095 13.1030606,-59.490464 13.1032342,-59.4899436 13.1035005)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4834701 13.1035714,-59.4835159 13.1043583,-59.4835567 13.1044419,-59.4835821 13.1052816)",service,yes,,,,,,,,,,
"LINESTRING (-59.4896099 13.1028863,-59.4891654 13.1032867,-59.488702 13.1037243,-59.4883239 13.1041115,-59.4882562 13.1041333,-59.4881979 13.1040998,-59.4879233 13.1038348)",residential,yes,,,,,,,,,,
"LINESTRING (-59.487361 13.1047554,-59.4872386 13.1044033,-59.487176 13.1042702,-59.4870536 13.1042037,-59.4868885 13.1041621,-59.4862692 13.1040693)",residential,,,,,,,,,,,
"LINESTRING (-59.4902889 13.1041726,-59.4899617 13.1035567,-59.4899436 13.1035005,-59.4897398 13.1030909,-59.4896099 13.1028863,-59.4894924 13.1026902,-59.4890252 13.1022766)",residential,,Woodbourne Park,,,,,,,,,
"LINESTRING (-59.4906145 13.1040321,-59.4906341 13.1041553)",residential,yes,,asphalt,,,,,,,,
"LINESTRING (-59.4899617 13.1035567,-59.488651 13.1045547)",residential,yes,,,,,,,,,,
"LINESTRING (-59.4877048 13.1050457,-59.4875653 13.1050431,-59.4875063 13.105077,-59.4874956 13.1052155,-59.4874526 13.1052573,-59.4874017 13.1053226,-59.4873722 13.1054323,-59.4873775 13.1055081,-59.4873916 13.1056156)",residential,,,,,,,,,,,
"LINESTRING (-59.4864146 13.1059652,-59.4864736 13.1056465,-59.4864635 13.1055406)",service,,,,,,driveway,,,,,
"LINESTRING (-59.4910194 13.103934,-59.4908215 13.1039655,-59.4906145 13.1040321,-59.4902889 13.1041726,-59.489854 13.1043844,-59.4893545 13.1046222,-59.489003 13.1048996,-59.4890821 13.1050017)",residential,yes,,asphalt,40,,,,,,,
"LINESTRING (-59.485449 13.1062918,-59.4853847 13.1065034,-59.4853471 13.1067123,-59.4853471 13.1067829,-59.4853713 13.1068194,-59.4855027 13.1068482,-59.4857388 13.1068842,-59.4858111 13.1068952,-59.4859613 13.1069004)",residential,,,,,,,,,,,
"LINESTRING (-59.4860472 13.1064668,-59.4860069 13.1067463,-59.4859613 13.1069004)",residential,,,,,,,,,,,
"LINESTRING (-59.4925891 13.1065843,-59.4924617 13.1066118,-59.49229 13.1066601,-59.4921519 13.1067685,-59.4920164 13.1068521,-59.4918702 13.1068965,-59.491708 13.1068861,-59.4915564 13.1068155,-59.4914304 13.1066993,-59.4912386 13.1065922,-59.4909972 13.1064759,-59.4907397 13.1063401,-59.4904487 13.1062343,-59.490281 13.1061193,-59.4901657 13.1060148,-59.4899538 13.1058829,-59.4897848 13.105768,-59.48964 13.1057027,-59.4895045 13.1057053,-59.4893436 13.1057445,-59.4891854 13.1057837,-59.4890445 13.1058228,-59.4889828 13.1058359)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.4994186 13.0981665,-59.4992452 13.0982621,-59.4989812 13.0984078,-59.4987761 13.0984947,-59.4983241 13.098698,-59.497553 13.0989894,-59.4975243 13.0990002,-59.4971585 13.0991859,-59.4969954 13.0992907,-59.4968213 13.0994169,-59.496778 13.0994482,-59.4964431 13.0998122,-59.4962351 13.1000599,-59.49598 13.1003204,-59.4956539 13.1005488,-59.4953116 13.1007182,-59.4950309 13.1008409,-59.4944318 13.1011226,-59.4941561 13.1012668,-59.4939188 13.1014005,-59.4937865 13.1014914,-59.4935924 13.1017048,-59.4933986 13.1020144,-59.4932315 13.1022686,-59.4929837 13.1025401,-59.4928413 13.1026961,-59.492536 13.1030032,-59.4922671 13.1032803,-59.4920549 13.1034816,-59.491938 13.1035925,-59.4916271 13.1038626,-59.4914949 13.1039372,-59.4913692 13.1039966,-59.4911849 13.1040413,-59.4909029 13.1040853,-59.4907462 13.1041229,-59.4906341 13.1041553,-59.4901891 13.1043673,-59.4898158 13.1045573,-59.4894586 13.1047451,-59.4890821 13.1050017,-59.4888677 13.1051693,-59.4887267 13.1052583,-59.488325 13.1055023,-59.4881547 13.1055697,-59.487999 13.1056253,-59.4877381 13.1056366,-59.4874571 13.1056218,-59.4873916 13.1056156,-59.4868833 13.1055727,-59.4864635 13.1055406,-59.4861704 13.1055258,-59.486004 13.1055199,-59.4858945 13.105539,-59.4857982 13.1055557,-59.4856469 13.1056129,-59.4855008 13.1057011,-59.4854789 13.1057198,-59.4853986 13.1057883,-59.4852539 13.1059614,-59.4851583 13.1061669,-59.4851269 13.1063189,-59.485077 13.1065601,-59.485 13.107027,-59.4849381 13.1073925,-59.4848662 13.1077072,-59.4848281 13.1079119,-59.4847718 13.1082321,-59.4847619 13.1086921,-59.4847632 13.1090113,-59.4847524 13.1092524,-59.4847398 13.1094656,-59.4847015 13.1096613,-59.4845652 13.1099304,-59.4844179 13.1101025,-59.4842352 13.1102338,-59.4840863 13.1103139,-59.4835824 13.1105307,-59.4831284 13.1107264,-59.4826208 13.1109382,-59.4822381 13.1111271,-59.4820754 13.1112114,-59.4816694 13.1114154,-59.481308 13.111609,-59.4809293 13.1118185,-59.480779 13.1118985,-59.4805398 13.1120257,-59.4803286 13.1121642,-59.4801424 13.1123013,-59.4799732 13.1124449)",primary,,Highway 6,asphalt,60,H6,,,2,,,
"LINESTRING (-59.4829675 13.1035498,-59.4828983 13.1042204,-59.4828241 13.1049396,-59.4828657 13.1051818)",service,yes,,,,,,,,,,
"LINESTRING (-59.4834293 13.1064929,-59.4841321 13.1064302,-59.4847141 13.106344,-59.4849636 13.1063179,-59.4851269 13.1063189)",residential,,,,,,,,,,,
"LINESTRING (-59.4854789 13.1057198,-59.4853515 13.1055288,-59.4852063 13.1054595,-59.4848847 13.1054179,-59.4835821 13.1052816,-59.483043 13.1052065,-59.4829577 13.1051989,-59.4828657 13.1051818,-59.4820811 13.1050354)",service,,,,,,,,,,,
"LINESTRING (-59.483043 13.1052065,-59.4829435 13.1057811)",service,,,,,,,,,,,
"LINESTRING (-59.4950418 13.1027845,-59.4952551 13.1032558,-59.4953011 13.1032956,-59.4955875 13.1033935,-59.4956445 13.103468,-59.4956713 13.1035595,-59.4956797 13.103751,-59.495688 13.1046945,-59.4955863 13.1052558,-59.4953665 13.1066091,-59.495227 13.1075182,-59.4951304 13.107797,-59.4946457 13.1109025,-59.4946991 13.1109663,-59.4954222 13.111099,-59.4970885 13.1113688)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.493662 13.1073093,-59.4936003 13.107432,-59.4934635 13.1075705,-59.4933803 13.1076698,-59.4932462 13.1078108,-59.4931014 13.107931,-59.4929378 13.1080877,-59.4928734 13.1081739,-59.4928117 13.1083255,-59.4928037 13.1084535,-59.492809 13.1086807,-59.4927956 13.1088505,-59.4927071 13.1089811,-59.4925435 13.1090569,-59.4923235 13.1090569,-59.4921787 13.1090569,-59.4908993 13.1090595,-59.4907115 13.109083,-59.4906472 13.1091091,-59.4905399 13.1091954,-59.4904487 13.1093416,-59.4903816 13.1094278,-59.4903012 13.109501,-59.4902046 13.1096133,-59.4901322 13.1097283,-59.4900651 13.1099268)",unclassified,yes,,,,,,,,,,
"LINESTRING (-59.4888677 13.1051693,-59.4889091 13.1052638,-59.4889145 13.1054023,-59.4889185 13.1055681,-59.4889198 13.1056922,-59.4889828 13.1058359,-59.4889815 13.1059744,-59.4889788 13.1061337,-59.4889627 13.1063035,-59.4889466 13.1065491,-59.4888849 13.1067476,-59.4887777 13.1068626,-59.4886757 13.1069435,-59.488606 13.107001,-59.4885363 13.107095,-59.4884826 13.1072309,-59.4883566 13.1073406,-59.4882466 13.1073537,-59.48815 13.1075,-59.4880696 13.1076254,-59.4880052 13.1077325,-59.4879542 13.1078761,-59.4879006 13.1081504,-59.4878791 13.1083699,-59.4878255 13.1085736,-59.4877691 13.1087748,-59.4877557 13.1090909,-59.487745 13.1094461)",unclassified,yes,,unpaved,,,,,,,,
"LINESTRING (-59.4854169 13.1091091,-59.4855483 13.108989,-59.4857253 13.1087748,-59.4859748 13.1084508,-59.486133 13.1082628,-59.4863315 13.1079702,-59.4865514 13.1076854,-59.4867714 13.1073693,-59.4869391 13.1071585,-59.4870507 13.1069078,-59.4871251 13.1066347,-59.487195 13.1063983,-59.4872478 13.1062097,-59.4873163 13.1059285,-59.4873916 13.1056156)",residential,,Highland,asphalt,,,,,,,,
"LINESTRING (-59.4857388 13.1068842,-59.4857037 13.1071575)",residential,,,,,,,,,,,
"LINESTRING (-59.485 13.107027,-59.4852598 13.1070706,-59.4855573 13.1071258,-59.4857037 13.1071575,-59.4858291 13.1071726,-59.4861011 13.1072145,-59.4864271 13.107273,-59.4867714 13.1073693,-59.4869341 13.1073833,-59.4871235 13.1074271,-59.487278 13.1074601)",residential,,Highland,asphalt,,,,,,,,
"LINESTRING (-59.4870087 13.1081125,-59.4867459 13.1080681,-59.4865715 13.1080394,-59.4864321 13.1079767,-59.4863315 13.1079702,-59.4858211 13.1078859,-59.4855409 13.1078129,-59.485253 13.1077732,-59.4848662 13.1077072)",residential,,Highland,asphalt,,,,,,,,
