WKT,highway,noname,name,maxspeed,ref,surface,source_1,oneway,service,lanes
"LINESTRING (-59.596404 13.168619,-59.5963345 13.1683226,-59.5963023 13.1680823,-59.5963023 13.1678838,-59.5963214 13.167715)",residential,yes,,,,,,,,
"LINESTRING (-59.5959556 13.1686952,-59.5957405 13.1685184)",service,,,,,,,,,
"LINESTRING (-59.600418 13.1686724,-59.599789 13.1686507,-59.5993113 13.1686438,-59.5987642 13.168615,-59.5983523 13.1685857,-59.598064 13.1685915,-59.5976537 13.1686359,-59.5972058 13.1686541,-59.5970087 13.1686553,-59.596841 13.1686437,-59.5966157 13.1686228,-59.596404 13.168619,-59.5960532 13.1686609,-59.5959556 13.1686952,-59.5958836 13.1687204,-59.5957779 13.1687984,-59.5957035 13.1688646,-59.5951274 13.1697124,-59.5950211 13.1699185,-59.5949365 13.1701117,-59.5948993 13.1703875,-59.594845 13.1709387,-59.5947769 13.171702)",residential,yes,,,,,,,,
"LINESTRING (-59.5947788 13.1681176,-59.594933 13.1679269,-59.5951958 13.1676618,-59.595232 13.1676487)",residential,yes,,,,,,,,
"LINESTRING (-59.592938 13.1721985,-59.592719 13.1719138,-59.5920593 13.1711986,-59.5920038 13.1710366,-59.5919401 13.170764,-59.5918403 13.1706048,-59.5917294 13.1704455,-59.5915409 13.1703295,-59.5912388 13.1702215,-59.5908091 13.1699948,-59.5906289 13.1698814,-59.5904571 13.1697438,-59.590349 13.1696034,-59.5902547 13.1694577,-59.590227 13.1693146,-59.5900856 13.1684185,-59.5901078 13.16793,-59.5901771 13.1672714,-59.590212 13.1667017)",track,,,,,,,,,
"LINESTRING (-59.5947769 13.171702,-59.5947062 13.1717646,-59.5946236 13.1718534,-59.5944754 13.172061,-59.5943668 13.1722049,-59.5942621 13.1722812,-59.5941608 13.1723505,-59.5939554 13.1724376,-59.5937339 13.1724959,-59.5936147 13.1724899,-59.5935167 13.1724687,-59.5933229 13.1723563,-59.5930995 13.1722211,-59.5929773 13.1721986,-59.592938 13.1721985,-59.5928667 13.1721983,-59.5918757 13.1721981,-59.5917428 13.1722203,-59.5916507 13.1722775,-59.5914761 13.1724022,-59.5913956 13.172429,-59.591322 13.1724303,-59.5912304 13.1724029,-59.5911425 13.1723474,-59.5908521 13.1721584,-59.5907404 13.1721193,-59.5906375 13.1720915,-59.590285 13.1720606,-59.5901991 13.1720378,-59.5901301 13.172013,-59.5899533 13.1719288,-59.5897626 13.1718158,-59.5894958 13.1716823,-59.5893204 13.1716113,-59.5892257 13.1716002,-59.5891301 13.1716091,-59.588503 13.1716718,-59.5881811 13.1717248,-59.5880317 13.1717185,-59.5879702 13.1717034,-59.5879239 13.1716727,-59.5878756 13.1716102)",unclassified,,Hangman Hill,40,,,,,,
"LINESTRING (-59.5986166 13.1742558,-59.5981686 13.1742332,-59.5978943 13.1741825,-59.5975708 13.174081,-59.5974491 13.1740322,-59.5973392 13.173988,-59.5969253 13.1738217,-59.5960374 13.173482,-59.5959118 13.1733987,-59.5957874 13.1732616,-59.5956157 13.1730025,-59.595281 13.1725011,-59.5951522 13.1722754,-59.5951007 13.172033,-59.5950776 13.1718115,-59.5950513 13.1717302,-59.5949879 13.1716772,-59.5949006 13.1716584,-59.5948381 13.1716715,-59.5947769 13.171702)",unclassified,yes,,,,,,,,
"LINESTRING (-59.5948433 13.1765651,-59.5948487 13.176969,-59.5949292 13.1771187,-59.5952403 13.1774321,-59.595251 13.1777037,-59.5951545 13.1780485,-59.5950066 13.1781588,-59.5948433 13.1782156,-59.5945966 13.1781425,-59.5943069 13.1779858,-59.5938777 13.1776306,-59.5935666 13.1774217,-59.5932984 13.1773694,-59.5929014 13.1771396,-59.5926332 13.1768785,-59.5924937 13.1764084,-59.5925612 13.1762678,-59.5926547 13.1761577,-59.5929229 13.1761054,-59.5931911 13.1761054,-59.5934057 13.1760636,-59.5934727 13.1758991,-59.593454 13.1757424,-59.5935076 13.1755544,-59.5936685 13.1753089,-59.5940333 13.1749564,-59.5946073 13.1747683,-59.5949399 13.1746743,-59.5950589 13.1745739,-59.5951759 13.1744445,-59.5952725 13.1741728,-59.5953905 13.1739848,-59.5954656 13.1738621,-59.5955538 13.1738374,-59.5956449 13.1738505,-59.5957187 13.1738988,-59.5957607 13.1739692,-59.5957311 13.1743426,-59.595809 13.1745881,-59.595876 13.1747396,-59.5960124 13.1749683,-59.5960235 13.1751469,-59.5959655 13.1752999,-59.5958734 13.1754343,-59.5955407 13.1756092,-59.5951786 13.1757111,-59.5950347 13.1757831,-59.5949077 13.1758861,-59.5948572 13.1760993,-59.5948219 13.1763979,-59.5948433 13.1765651)",raceway,,Vaucluse Race Track,,,,,,,
"LINESTRING (-59.5911026 13.1769023,-59.5907606 13.1772813,-59.5906701 13.1774727,-59.5906112 13.1778019,-59.590678 13.178043,-59.5908313 13.1781923,-59.5909493 13.1782497)",residential,,,,,,,,,
"LINESTRING (-59.5914171 13.1779282,-59.5911537 13.178066,-59.5910318 13.1781617,-59.5909493 13.1782497)",residential,,,,,,,,,
"LINESTRING (-59.5937751 13.1878612,-59.5938173 13.1877517,-59.5938744 13.1875746,-59.5939169 13.1872934,-59.5939884 13.1867469,-59.5940244 13.1861833,-59.5940336 13.185297,-59.5941027 13.184395,-59.5941535 13.1837027,-59.5942482 13.1830562,-59.5943688 13.182539,-59.5945439 13.1818465,-59.5945563 13.181756,-59.5945773 13.1815027,-59.5945797 13.1813782,-59.5946708 13.180032,-59.5946796 13.1798766,-59.5947059 13.1797857,-59.5947862 13.1796679,-59.5950322 13.1792498,-59.5951545 13.1789604,-59.5969253 13.1738217)",residential,,Duke's Road,40,,,,,,
"LINESTRING (-59.5976685 13.1808198,-59.5975513 13.1808088,-59.5974455 13.1808401,-59.5973179 13.180921,-59.5972534 13.1809951,-59.597223 13.1810467,-59.5971425 13.1812193,-59.5970324 13.1815275,-59.5968797 13.1820362,-59.5968255 13.182111,-59.5967623 13.1821505,-59.5966471 13.1821763,-59.5963768 13.1821218,-59.5962421 13.1821093,-59.5960534 13.182138,-59.5959031 13.1821447,-59.5956603 13.1821553,-59.5955066 13.1821242,-59.595213 13.1820274,-59.5949309 13.1819527,-59.5945439 13.1818465)",unclassified,,Dukes Hill,,,,,,,
"LINESTRING (-59.5909493 13.1782497,-59.5905954 13.1796163,-59.5904894 13.1800526,-59.5903342 13.1806908)",residential,,,,,,,,,
"LINESTRING (-59.5904894 13.1800526,-59.5898288 13.1799389)",residential,,,,,,,,,
"LINESTRING (-59.5942482 13.1830562,-59.5937721 13.183118,-59.5932453 13.1832156,-59.5930704 13.1832673,-59.592632 13.1835314,-59.5922604 13.1837707,-59.5920481 13.1838491,-59.5916589 13.1839161,-59.5911596 13.184029)",track,,,,,,,,,
"LINESTRING (-59.5945563 13.181756,-59.5943068 13.1816213,-59.5941524 13.181567,-59.5936119 13.1814806,-59.593265 13.1814385,-59.5930528 13.1813814,-59.5928423 13.1812739,-59.5926408 13.1811147,-59.5924639 13.1809427,-59.5921264 13.180552,-59.5920049 13.1804355,-59.5919027 13.1803842,-59.5918231 13.180381,-59.5917467 13.180398,-59.5916737 13.1804461,-59.5916134 13.1805181,-59.5915321 13.1807067,-59.5914657 13.1808136,-59.5913808 13.1808528,-59.5912921 13.1808477,-59.5909529 13.1807817,-59.5906397 13.1807293,-59.5903342 13.1806908,-59.5902394 13.1806728,-59.5896754 13.1805887)",residential,,Duke's Tenantry,40,,,,,,
"LINESTRING (-59.5865011 13.1651213,-59.5888165 13.1654713,-59.5902535 13.1653726,-59.5912695 13.1653025,-59.5913819 13.1652908)",residential,yes,,,,,,,,
"LINESTRING (-59.5789933 13.178993,-59.5789641 13.1789235,-59.5789523 13.1788444,-59.578977 13.1785676,-59.579025 13.1782632,-59.5792017 13.1771414,-59.5794364 13.175678,-59.5797621 13.173526,-59.5800856 13.17149,-59.5801259 13.1713165,-59.5801531 13.1712447,-59.5802648 13.1712045,-59.5803927 13.1711356,-59.5804804 13.171071,-59.5806114 13.170965,-59.5810424 13.1705485,-59.5815457 13.1701026,-59.5820467 13.1696756,-59.5822692 13.1694838,-59.5824404 13.1693399,-59.5825194 13.1692671,-59.5826526 13.1691481,-59.5827138 13.1690933,-59.5828446 13.1690008,-59.5828946 13.1689742,-59.5829613 13.1689562,-59.5830661 13.1689332,-59.5833837 13.1689221,-59.5836025 13.1689274,-59.5836376 13.1689267,-59.5839078 13.1689166,-59.5841364 13.1689109,-59.5844236 13.1689099,-59.5845299 13.1689066,-59.5846092 13.1688787,-59.5846537 13.1688291,-59.5846928 13.1687389,-59.5847511 13.1685591,-59.5848579 13.1682798,-59.5849836 13.1679727,-59.5850735 13.1677204,-59.5851798 13.1672923,-59.5853544 13.1668521,-59.5855566 13.1664074,-59.5857271 13.1661396,-59.5859753 13.1658122,-59.5860421 13.1657359,-59.5862236 13.165496,-59.5865011 13.1651213,-59.5868323 13.1646614,-59.5869764 13.1644631,-59.5872313 13.164112,-59.5874718 13.1637604,-59.5875341 13.1636686,-59.587577 13.1635861,-59.5876175 13.1634739,-59.587626 13.1634234,-59.5876404 13.1633384,-59.587676 13.1631548,-59.5877114 13.1630249,-59.5877414 13.1629315,-59.5878927 13.1626252,-59.5880768 13.1622681,-59.5882587 13.1619157,-59.5884437 13.1615577,-59.5886386 13.1611707,-59.5888246 13.1608148,-59.5891248 13.1602192,-59.5891579 13.1601535,-59.5892846 13.1598903,-59.5893962 13.1596539,-59.5894561 13.1595439,-59.5895374 13.1594464,-59.589626 13.1593518,-59.5896877 13.159262,-59.5897351 13.1591714,-59.5897717 13.1590926,-59.5898026 13.158986,-59.5898405 13.1588191,-59.589888 13.1586854,-59.5899515 13.1585675,-59.5900768 13.1584147,-59.5901702 13.158328,-59.590319 13.1582199,-59.5906262 13.1580741,-59.5906991 13.1580433,-59.5908926 13.1579618,-59.5911506 13.1578709,-59.5913231 13.1578303,-59.5914984 13.1578271,-59.5916592 13.1578862,-59.5920008 13.1580945,-59.5921441 13.1581444,-59.5922511 13.1581502,-59.5923621 13.1581302,-59.5926352 13.1580196,-59.5933548 13.1577101,-59.5940585 13.1574153,-59.5942176 13.1573356,-59.5943937 13.1572456,-59.5945815 13.157137,-59.5947968 13.156876,-59.5950279 13.1565289,-59.595199 13.1561971,-59.5953985 13.1557516,-59.59548 13.1555423,-59.5955988 13.1551988,-59.5956885 13.1549278,-59.5957495 13.1548271,-59.5957961 13.1547776,-59.5959177 13.1546675,-59.596291 13.1543838,-59.5966776 13.1540772,-59.5968095 13.1539216)",primary,,Highway 2,,H2,asphalt,,,,
"LINESTRING (-59.5868807 13.1669179,-59.5867461 13.1668335,-59.5864291 13.1666869,-59.5863766 13.166607,-59.5863561 13.1665448,-59.586258 13.1661673,-59.5861919 13.1660407,-59.5860915 13.1659252,-59.5859753 13.1658122)",residential,,,,,,,,,
"LINESTRING (-59.5868008 13.1672909,-59.5868031 13.167231,-59.5868852 13.1670222,-59.5868989 13.1669623,-59.5868807 13.1669179)",residential,,,,,,,,,
"LINESTRING (-59.5820605 13.1676551,-59.5820787 13.1675952,-59.5820764 13.167493,-59.5819373 13.1658986,-59.5819236 13.1657542,-59.5818347 13.164313,-59.5817571 13.1637045)",track,,,,,,,,,
"LINESTRING (-59.5872843 13.1675263,-59.5868328 13.1673354,-59.5868008 13.1672909)",residential,,,,,,,,,
"LINESTRING (-59.5878756 13.1716102,-59.5878505 13.1715358,-59.5878728 13.1713458,-59.5879208 13.1710862,-59.5879041 13.1710028,-59.5878682 13.1709252,-59.5878163 13.1708629,-59.5877531 13.1708167,-59.5875267 13.1706742,-59.5872752 13.1705231,-59.5867706 13.1702045,-59.5863954 13.1699502,-59.58624 13.1698606,-59.5861005 13.1697399,-59.5857886 13.1694907,-59.5856941 13.1694372,-59.5855961 13.1693962,-59.585328 13.1693401,-59.585109 13.1692896,-59.5849643 13.1692207,-59.584848 13.1691518,-59.5847029 13.169015,-59.5846092 13.1688787)",unclassified,,Hangman Hill,40,,,,,,
"LINESTRING (-59.5836025 13.1689274,-59.5834859 13.1686345,-59.5832441 13.1680038,-59.5828724 13.1672465,-59.5825668 13.1664426,-59.582455 13.1660362,-59.5823889 13.1659519,-59.5822885 13.1659186,-59.5821791 13.1659274,-59.5819373 13.1658986)",track,,,,,,,,,
"LINESTRING (-59.5820605 13.1676551,-59.5820263 13.1676796,-59.5819738 13.1676796,-59.5815154 13.1676485,-59.5814652 13.167664,-59.5814287 13.1676862)",track,,,,,,,,,
"LINESTRING (-59.5840104 13.1695005,-59.5839329 13.1694739,-59.5836957 13.1694661,-59.5836387 13.1694328)",residential,,,,,,,,,
"LINESTRING (-59.5836387 13.1694328,-59.5836159 13.1693762,-59.5836376 13.1689267)",residential,,,,,,,,,
"LINESTRING (-59.5826526 13.1691481,-59.5825605 13.1690264,-59.5825331 13.1688887,-59.5824875 13.1686489)",service,,,,,,,,,
"LINESTRING (-59.5814287 13.1676862,-59.581415 13.1677218,-59.5813968 13.1678239,-59.58139 13.1684546,-59.5814652 13.1685878,-59.5820126 13.1692141,-59.5821335 13.1693073,-59.5822543 13.169334,-59.5824404 13.1693399)",track,,,,,,,,,
"LINESTRING (-59.5840846 13.1704266,-59.5840709 13.1703844,-59.5840663 13.1700268,-59.5840583 13.1697348,-59.5840645 13.1696428,-59.5840697 13.1695638,-59.5840104 13.1695005)",residential,,,,,,,,,
"LINESTRING (-59.5840645 13.1696428,-59.5837185 13.1700601,-59.5833308 13.1705398)",residential,,,,,,,,,
"LINESTRING (-59.5842967 13.1708862,-59.5843354 13.1706597,-59.5843275 13.1706075,-59.584283 13.1705531,-59.5841119 13.1704643,-59.5840846 13.1704266)",residential,,,,,,,,,
"LINESTRING (-59.5834095 13.1724296,-59.5822645 13.1726826)",residential,,,,,,,,,
"LINESTRING (-59.5825194 13.1692671,-59.5822645 13.1726826,-59.5822501 13.1727605,-59.5819392 13.1732872,-59.5812984 13.1741987,-59.5809967 13.175084,-59.5809547 13.175257,-59.5808553 13.1756662,-59.5807678 13.1758042,-59.5807155 13.175825)",residential,,Hopewell Road,40,,,,no,,
"LINESTRING (-59.5878756 13.1716102,-59.5878585 13.1717801,-59.5878357 13.1721309,-59.5879223 13.172504,-59.588082 13.1737653,-59.5881504 13.1747335)",track,,,,,,,,,
"LINESTRING (-59.586528 13.176007,-59.5863561 13.175734,-59.5860511 13.1753653,-59.5860292 13.1753381,-59.5858629 13.175131,-59.5857994 13.1749719,-59.5855926 13.1746108,-59.5855322 13.1745559,-59.5854059 13.1744732,-59.5853657 13.1744249,-59.5853475 13.1743661,-59.5853032 13.1727683,-59.5853715 13.1720095,-59.5854661 13.1713118,-59.5854666 13.1709371,-59.5855048 13.1708252,-59.5855749 13.1707492,-59.5860884 13.1703168,-59.5861856 13.1702289,-59.58624 13.1701532,-59.5862632 13.1700779,-59.5862637 13.1700015,-59.58624 13.1698606)",residential,,Lion Castle,40,,,,,,
"LINESTRING (-59.5876854 13.1769315,-59.587731 13.1769692,-59.5877948 13.1770847,-59.587861 13.1772802,-59.5878998 13.1774534,-59.5879043 13.1776532,-59.587845 13.1777821,-59.5877698 13.1778442)",track,,,,,,,,,
"LINESTRING (-59.5871326 13.1771446,-59.5872931 13.1770425,-59.5874367 13.1769648,-59.5875782 13.1769293,-59.5876854 13.1769315)",track,,,,,,,,,
"LINESTRING (-59.5879904 13.1781357,-59.5879123 13.1781164,-59.5872161 13.1780846,-59.5871579 13.1780724,-59.5871077 13.1780436)",residential,,Lion Castle,40,,,,,,
"LINESTRING (-59.5877698 13.1778442,-59.5877127 13.177862,-59.5876261 13.1778465,-59.5873752 13.1778376,-59.5871973 13.1778487,-59.5870936 13.1778708)",track,,,,,,,,,
"LINESTRING (-59.5860292 13.1753381,-59.5859644 13.1755452,-59.5858572 13.175725,-59.5857443 13.1757917)",service,,,,,,,,,
"LINESTRING (-59.5871077 13.1780436,-59.5870929 13.1780025,-59.5870878 13.1779458,-59.5870936 13.1778708,-59.5871282 13.1774187,-59.5871326 13.1771446,-59.5871362 13.1769154,-59.5871436 13.1768392,-59.5871783 13.1764782,-59.5871933 13.1763413,-59.587134 13.1762081,-59.5870613 13.1761337,-59.5869937 13.1761026,-59.5869104 13.1760937,-59.5866903 13.1760981,-59.58659 13.1760693,-59.586528 13.176007)",residential,,Lion Castle,40,,,,,,
"LINESTRING (-59.5871436 13.1768392,-59.586192 13.1766744)",residential,,,,,,,,,
"LINESTRING (-59.5851057 13.1770936,-59.5852471 13.1770714,-59.5854661 13.1770736,-59.5862803 13.1770781,-59.5871326 13.1771446)",track,,,,,,,,,
"LINESTRING (-59.5870929 13.1780025,-59.5868916 13.1780463,-59.5865449 13.1779597,-59.5860865 13.1779175,-59.5857489 13.1778753,-59.5856075 13.1778442,-59.5851057 13.1778442,-59.584905 13.1777998,-59.5848411 13.1777421)",track,,,,,,,,,
"LINESTRING (-59.5848411 13.1777421,-59.5848366 13.1776377,-59.5850304 13.1771402,-59.5851057 13.1770936)",track,,,,,,,,,
"LINESTRING (-59.5819392 13.1732872,-59.5823759 13.1733847,-59.5829996 13.1734371,-59.5831364 13.1734777)",residential,,Hope View Terrace,,,,,,,
"LINESTRING (-59.5831364 13.1734777,-59.5832313 13.1735704,-59.5833143 13.1738192,-59.5833872 13.1741895,-59.583365 13.1746512,-59.5833487 13.1748998,-59.5833294 13.1753133)",residential,,Hope View Terrace,,,,,,,
"LINESTRING (-59.5838913 13.1753364,-59.5839072 13.1752787,-59.5839118 13.1745303)",residential,,,,,,,,,
"LINESTRING (-59.5833294 13.1753133,-59.5833428 13.175352,-59.5833736 13.175372,-59.5838502 13.1753675,-59.5838913 13.1753364)",residential,,,,,,,,,
"LINESTRING (-59.5823759 13.1733847,-59.5822605 13.1739373,-59.582286 13.1744535,-59.5822997 13.1747737,-59.5822964 13.1749413,-59.5822879 13.1753831)",residential,yes,,,,,,,,
"LINESTRING (-59.5833487 13.1748998,-59.5827576 13.1748185,-59.5822997 13.1747737)",residential,,,,,,,,,
"LINESTRING (-59.5827576 13.1748185,-59.5827281 13.1754452)",residential,,,,,,,,,
"LINESTRING (-59.5822964 13.1749413,-59.5819367 13.1749412,-59.581898 13.1749567)",residential,,,,,,,,,
"LINESTRING (-59.581898 13.1749567,-59.5818752 13.1749745,-59.5818432 13.1752432)",residential,,,,,,,,,
"LINESTRING (-59.5831961 13.1767055,-59.583155 13.1766256,-59.5831504 13.1765523,-59.5831618 13.176439,-59.5833033 13.1758749)",residential,,,,,,,,,
"LINESTRING (-59.5819681 13.176571,-59.5820772 13.1765247,-59.5825536 13.1765274)",residential,yes,,,,,,,,
"LINESTRING (-59.5840373 13.1769571,-59.5833147 13.1767766,-59.5831961 13.1767055)",residential,,,,,,,,,
"LINESTRING (-59.584032 13.176014,-59.5840692 13.1767713,-59.5840373 13.1769571,-59.5840032 13.1771554,-59.583933 13.1774635,-59.5838072 13.1779485,-59.5837657 13.1781427,-59.5836062 13.1788882,-59.5835473 13.179024,-59.5834155 13.1790871)",residential,,Hopewell,40,,,,,,
"LINESTRING (-59.583933 13.1774635,-59.5821725 13.1772986,-59.5819937 13.1772302)",residential,yes,,,,,,,,
"LINESTRING (-59.5819937 13.1772302,-59.581945 13.177193,-59.5819042 13.1771369,-59.5818867 13.1769396,-59.5818924 13.1766942,-59.5819347 13.1766,-59.5819681 13.176571)",residential,yes,,,,,,,,
"LINESTRING (-59.5837657 13.1781427,-59.5828631 13.1780509,-59.5818846 13.1779514)",residential,,,,,,,,,
"LINESTRING (-59.5809547 13.175257,-59.5815342 13.1760226)",residential,,,,,,,,,
"LINESTRING (-59.5811456 13.1767077,-59.5811889 13.1763569,-59.5812049 13.1761503,-59.5811387 13.1760193,-59.581011 13.1758461,-59.5808553 13.1756662)",residential,,,,,,,,,
"LINESTRING (-59.5811889 13.1763569,-59.5806734 13.1763724,-59.5800553 13.1762991,-59.579689 13.1762409)",residential,,,,,,,,,
"LINESTRING (-59.5807155 13.175825,-59.5806596 13.1758249,-59.579765 13.1757175,-59.5794364 13.175678)",residential,,Hopewell Road,40,,,,no,,
"LINESTRING (-59.5794691 13.177465,-59.5796105 13.176781,-59.579689 13.1762409,-59.579765 13.1757175)",residential,,,,,,,,,
"LINESTRING (-59.5809129 13.1769787,-59.5803837 13.1768965,-59.5796105 13.176781)",residential,,,,,,,,,
"LINESTRING (-59.581401 13.1770209,-59.5811273 13.1779625,-59.5810977 13.177998)",residential,,,,,,,,,
"LINESTRING (-59.5808422 13.1774872,-59.5803306 13.1774449)",residential,,,,,,,,,
"LINESTRING (-59.5810977 13.177998,-59.5810498 13.178018,-59.5801739 13.1780469)",residential,,,,,,,,,
"LINESTRING (-59.580046 13.178721,-59.5800393 13.1784688,-59.5801739 13.1780469,-59.5802834 13.1776827,-59.5803306 13.1774449,-59.5803358 13.1774184,-59.5803837 13.1768965)",residential,,,,,,,,,
"LINESTRING (-59.5880848 13.1783862,-59.588039 13.1781776,-59.5879904 13.1781357)",residential,,Lion Castle,40,,,,,,
"LINESTRING (-59.5899343 13.1792922,-59.5896127 13.180256,-59.5895762 13.1804714,-59.5896036 13.1805603,-59.5896754 13.1805887)",residential,,,,,,,,,
"LINESTRING (-59.5870555 13.1791312,-59.5870165 13.179798)",service,,,,,,,,,
"LINESTRING (-59.5846912 13.1796614,-59.584747 13.1796359,-59.5851366 13.1796619,-59.5854838 13.1796436,-59.5857866 13.1796112,-59.586095 13.1795837,-59.5863652 13.1795086,-59.5864463 13.1794615,-59.5867605 13.1791961,-59.5868101 13.1791662,-59.5870555 13.1791312,-59.5871145 13.1791227,-59.5874681 13.178943,-59.5875312 13.1789046,-59.587701 13.1786711,-59.5879095 13.1785077,-59.5879437 13.1784855,-59.588052 13.1784322,-59.5880848 13.1783862)",residential,,Lion Castle Tenantry,40,,,,,,
"LINESTRING (-59.5869435 13.1818655,-59.5865284 13.1818255,-59.586452 13.1818511,-59.5864235 13.1818899,-59.5864082 13.1819538)",residential,,,,,,,,,
"LINESTRING (-59.5862592 13.1825133,-59.5859012 13.1824229)",residential,,,,,,,,,
"LINESTRING (-59.586002 13.1833963,-59.5855157 13.1833401)",residential,,,,,,,,,
"LINESTRING (-59.5846692 13.1865155,-59.5845457 13.1863332,-59.584536 13.1862479,-59.5845281 13.1861782,-59.5845326 13.1859051,-59.5845394 13.1858231,-59.5845737 13.1854043,-59.5845565 13.1845736,-59.5845611 13.1841274,-59.5845018 13.1837365,-59.5845158 13.1829542,-59.5845634 13.1825739,-59.5846418 13.1820927,-59.5847219 13.1816268,-59.5847683 13.1812861,-59.5847516 13.1811882,-59.5846649 13.1810139,-59.5846384 13.1809018,-59.5846414 13.1806878,-59.584656 13.1797178,-59.5846912 13.1796614)",residential,,Lion Castle Tenantry,40,,,,,,
"LINESTRING (-59.5828631 13.1780509,-59.5828243 13.1784155)",residential,,,,,,,,,
"LINESTRING (-59.5834155 13.1790871,-59.5833147 13.1791106,-59.5832136 13.1790934,-59.5828917 13.1789785,-59.582466 13.1788417,-59.581833 13.1787111,-59.5815573 13.1786609,-59.5811948 13.1786527,-59.5808034 13.1786509,-59.5803691 13.1786692,-59.580046 13.178721,-59.5799611 13.1787347,-59.579728 13.1787809,-59.5796482 13.1788153)",residential,,Hopewell,40,,,,,,
"LINESTRING (-59.5796482 13.1788153,-59.5796075 13.1788964,-59.5795646 13.1791628,-59.5794866 13.1793619)",residential,,Hopewell,40,,,,,,
"LINESTRING (-59.5802469 13.1791806,-59.5798706 13.1793871,-59.5797028 13.179519)",service,,,,,,,,,
"LINESTRING (-59.5817135 13.1806308,-59.5809272 13.1806313)",service,,,,,,,,,
"LINESTRING (-59.5804125 13.1800588,-59.5801214 13.1800511,-59.5799435 13.1800423)",service,,,,,,,,,
"LINESTRING (-59.5845158 13.1829542,-59.5841198 13.1828737)",service,,,,,,,,,
"LINESTRING (-59.5821965 13.1834961,-59.5811638 13.1835874)",service,,,,,,,,,
"LINESTRING (-59.5814391 13.1847087,-59.5814153 13.1845499,-59.5813716 13.1843314,-59.5813587 13.184231,-59.5813526 13.1841831,-59.5813163 13.1839916,-59.5812784 13.1838625,-59.5812302 13.1837509,-59.5811638 13.1835874,-59.5811478 13.1835481,-59.5811043 13.1832883,-59.5810565 13.1828738,-59.581023 13.1824579,-59.5810102 13.1819684,-59.5810173 13.1815194,-59.5810257 13.1810894,-59.581024 13.1809357,-59.581016 13.180832,-59.5809731 13.1807189,-59.5809272 13.1806313,-59.5808561 13.1805316,-59.5807223 13.1803625,-59.5805008 13.1801427,-59.5804125 13.1800588,-59.580328 13.1799786,-59.5802338 13.1799007,-59.5801243 13.1798068,-59.5797674 13.1795659,-59.5797028 13.179519,-59.5794866 13.1793619,-59.5791978 13.1791668,-59.5790409 13.1790512,-59.5789933 13.178993)",primary,,Highway 2,,H2,asphalt,,,,
"LINESTRING (-59.5810565 13.1828738,-59.5808293 13.1829189,-59.5807607 13.1829576,-59.5806957 13.1830164,-59.5806583 13.1830325,-59.5804146 13.1830793,-59.5800666 13.1831486,-59.579637 13.1832419,-59.5789453 13.1833931)",residential,,,,,,,,,
"LINESTRING (-59.5759654 13.1728195,-59.5760099 13.1731646,-59.5759802 13.1734022,-59.5759734 13.1735488,-59.5760053 13.1737131,-59.5760372 13.1738664,-59.5760258 13.1740751,-59.5759665 13.1741995,-59.5758936 13.1743327,-59.5758593 13.1744904,-59.5757841 13.1747879,-59.5755971 13.1752676,-59.575499 13.1754075,-59.5754215 13.1755207,-59.5754009 13.1756073,-59.5754215 13.1756518,-59.575458 13.1756695,-59.5755264 13.1756762,-59.5756199 13.1756695,-59.5759643 13.175634,-59.5761239 13.1756362,-59.5763337 13.1756695,-59.5764957 13.175674,-59.5766142 13.1756584,-59.576856 13.1755674)",service,,,,,,,,,
"LINESTRING (-59.5744729 13.1757283,-59.5745468 13.1756595,-59.5746178 13.1755461,-59.5746895 13.1752679,-59.5751011 13.1732791,-59.5751409 13.1732146,-59.5752057 13.1731729,-59.5756109 13.1730598,-59.5758702 13.1729031,-59.5759654 13.1728195,-59.5764603 13.1723848,-59.5769549 13.1719971,-59.5771097 13.1718602)",residential,,Walkers Spring,40,,,,,,
"LINESTRING (-59.5744253 13.1757753,-59.5745065 13.1758588,-59.574616 13.1761198)",service,,,,,,,,,
"LINESTRING (-59.5711863 13.1731677,-59.5696651 13.1731769)",residential,,,,,,,,,
"LINESTRING (-59.5702845 13.176058,-59.5712677 13.176021,-59.5722781 13.1759599,-59.5732772 13.1759021,-59.5737175 13.1758906,-59.5737858 13.1758888,-59.5740104 13.1759166,-59.5741005 13.1759232,-59.5741827 13.1759121,-59.5742654 13.1758858,-59.5743891 13.1758111,-59.5744253 13.1757753,-59.5744729 13.1757283)",residential,,Walkers Spring,40,,,,,,
"LINESTRING (-59.579025 13.1782632,-59.5788094 13.1783428,-59.5787113 13.1784228,-59.5786406 13.178516,-59.578595 13.1786137,-59.5785288 13.1786893,-59.5784216 13.1787714,-59.5783281 13.1788047,-59.5782027 13.1788136,-59.5780886 13.1788336,-59.5780134 13.1788647)",residential,,,,,,,,,
"LINESTRING (-59.5780134 13.1788647,-59.5779906 13.1789269,-59.577986 13.1790668,-59.5780156 13.1791956,-59.5780818 13.1793222,-59.578189 13.1793888,-59.5783236 13.1794865,-59.578449 13.1795665,-59.5784992 13.1796397)",residential,,,,,,,,,
"LINESTRING (-59.5784992 13.1796397,-59.5785174 13.1797175,-59.5784923 13.1797885,-59.5783281 13.180095)",residential,,,,,,,,,
"LINESTRING (-59.5771501 13.1813042,-59.5770679 13.1818719)",service,,,,,,,,,
"LINESTRING (-59.5776952 13.1825523,-59.5772558 13.1825746)",residential,,,,,,,,,
