WKT,highway,name,surface,maxspeed,service,lit,oneway,access,foot,lcn,ref,bicycle,est_width,sidewalk,is_in,is_in:county,segregated,lanes,is_in:city,cycleway,addr:postcode,motor_vehicle,layer,bridge,tracktype,traffic_calming,path,abutters
"LINESTRING (-1.2061829 52.9320413,-1.2066108 52.932218)",service,Sycamore Court,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2067214 52.9324597,-1.2069107 52.9322965,-1.2070081 52.9322116)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2030404 52.9321028,-1.2030402 52.9320892,-1.2030194 52.932034)",primary,Queens Road East,asphalt,40 mph,,,no,yes,,,A6005,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1971152 52.9159439,-1.1969592 52.9158974,-1.1969221 52.9158862,-1.1968927 52.9158744)",service,,asphalt,,,,,,,yes,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,1,,,,,
"LINESTRING (-1.1960356 52.9167389,-1.1962642 52.9166215,-1.1962962 52.9166019,-1.1963278 52.9165804,-1.1963874 52.9165313,-1.1964274 52.916504,-1.196463 52.9164822,-1.1972098 52.9161153)",residential,Cornwall Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1972224 52.9146371,-1.1971594 52.9145934,-1.1969911 52.9146754,-1.1969781 52.9146831,-1.1969687 52.9146941,-1.1969606 52.9147094,-1.1969646 52.9147264,-1.1969821 52.9147483,-1.197025 52.9147769,-1.1974077 52.9150771)",service,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1966837 52.9171438,-1.1968781 52.9170433,-1.196933 52.917003,-1.1969769 52.9169588,-1.1970787 52.9168722,-1.197137 52.9168304,-1.1971934 52.9167888,-1.1977365 52.9165158)",residential,Suffolk Avenue,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1977801 52.9172696,-1.1982592 52.9168878)",residential,Lockwood Close,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1988405 52.9172879,-1.198091 52.917857,-1.198052 52.917876,-1.1979977 52.9178969,-1.1979487 52.9179083,-1.1978829 52.9179154,-1.1978148 52.9179142,-1.1977652 52.9179094,-1.1976981 52.9178946,-1.1976364 52.9178761,-1.197599 52.917856,-1.1971845 52.9174494)",residential,Elswick Drive,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1990557 52.9169931,-1.1986097 52.916976,-1.1984915 52.9169638,-1.198444 52.9169528,-1.1984072 52.9169415,-1.1982592 52.9168878,-1.1981441 52.9168248,-1.1980438 52.9167522,-1.1977365 52.9165158,-1.1972098 52.9161153,-1.1971549 52.916062,-1.197132 52.9160299,-1.1971171 52.9159901,-1.1971152 52.9159439)",tertiary,Meadow Road,asphalt,,,yes,,,,yes,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1990557 52.9169931,-1.1990237 52.9171035,-1.1990065 52.9171412,-1.1989706 52.9171809,-1.1989445 52.9172039,-1.1988405 52.9172879)",residential,Elswick Drive,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1988969 52.9163142,-1.1986195 52.9160627,-1.198595 52.9160294,-1.1985701 52.9159882,-1.198567 52.9159329,-1.1985903 52.9158871,-1.1986121 52.9158506,-1.1986545 52.9158109,-1.1986924 52.9157874,-1.1993284 52.9155259)",residential,Acaster Close,,,,,,,,,,,,,,Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1996518 52.9169012,-1.1996329 52.9170276)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1996689 52.9167168,-1.1995009 52.9165785,-1.1994908 52.9165612,-1.1994975 52.9165443,-1.1995669 52.9165078,-1.1996103 52.9164975,-1.1996502 52.9165103,-1.199805 52.9166434,-1.1998072 52.9166645,-1.1997731 52.9166817,-1.1997029 52.9167069,-1.1996689 52.9167168,-1.1996518 52.9169012)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2009215 52.9170402,-1.2006694 52.9167885,-1.2006367 52.9167269,-1.2005676 52.9166333,-1.2005198 52.9165824,-1.1993284 52.9155259,-1.1989393 52.9151817,-1.1987863 52.9150484,-1.1986552 52.9149555)",residential,Appleton Road,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1995693 52.9178287,-1.1994611 52.917875,-1.1993412 52.917935,-1.1992057 52.9180184,-1.1990645 52.9181267,-1.1989761 52.9182229,-1.198884 52.9183566,-1.1988377 52.9184874,-1.1988238 52.9185572,-1.1988231 52.9186145,-1.1988255 52.918684,-1.198838 52.9187357,-1.1988762 52.9188737,-1.1989168 52.9189607,-1.1989601 52.9190319,-1.1990211 52.9191056,-1.1990885 52.919166,-1.1991429 52.9192125,-1.1992485 52.9192892,-1.1993844 52.919368,-1.1995901 52.919455,-1.1998231 52.9195276,-1.1999382 52.9195514,-1.2000375 52.9195682,-1.2001328 52.919578,-1.2002595 52.9195837,-1.2005042 52.9195798,-1.2006066 52.919573,-1.2007291 52.9195606,-1.2008856 52.9195302,-1.2010633 52.9194866,-1.2011959 52.9194422)",residential,East Crescent,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2011959 52.9194422,-1.2014058 52.9193461,-1.2015345 52.919269,-1.2016425 52.91919,-1.2017047 52.9191395,-1.2017554 52.9190867,-1.2018054 52.9190265,-1.2018346 52.9189807,-1.2018794 52.9189017,-1.2019167 52.9188183,-1.2019384 52.9187524,-1.2019521 52.9186644,-1.2019523 52.9185872,-1.2019396 52.9185175,-1.2019249 52.9184637,-1.2019014 52.918394,-1.2018552 52.9183062,-1.201807 52.9182349,-1.2017302 52.9181534,-1.2016504 52.9180774,-1.2015705 52.9180183,-1.2014758 52.9179595,-1.2013474 52.9178947,-1.2011678 52.9178191,-1.2010581 52.9177831,-1.2009421 52.9177548,-1.2007785 52.9177202,-1.2006062 52.9176988,-1.200497 52.9176914,-1.2003704 52.917689,-1.2002436 52.9176933,-1.2000838 52.9177117,-1.1999695 52.9177268,-1.1997636 52.9177695,-1.1995693 52.9178287)",residential,West Crescent,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2020942 52.9172844,-1.2013474 52.9178947)",residential,Roy Avenue,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2027745 52.9189003,-1.2019167 52.9188183)",residential,West Crescent,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2021772 52.9173373,-1.2023108 52.9172636,-1.2021614 52.9171616)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2019944 52.9172203,-1.2021072 52.9171652,-1.2021614 52.9171616,-1.2024543 52.9169999)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2023108 52.9172636,-1.2024318 52.9173514)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2006694 52.9167885,-1.2003315 52.916793,-1.1999571 52.916791)",service,Appleton Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2006897 52.9159455,-1.2006451 52.9159456,-1.2004999 52.9159653)",service,,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.200827 52.9159483,-1.2007687 52.9157812,-1.2007329 52.9156838)",residential,Rylands Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2009123 52.9157637,-1.2007687 52.9157812)",residential,Rylands Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2017305 52.9158986,-1.2015328 52.9159361,-1.2014355 52.915953,-1.2013505 52.9159594,-1.2012931 52.9159603,-1.200827 52.9159483,-1.2006897 52.9159455)",residential,Rylands Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.202521 52.9170427,-1.2024543 52.9169999,-1.2023884 52.9169575)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1966323 52.9157227,-1.1965957 52.9156934,-1.1965913 52.9156533,-1.1967073 52.9155544,-1.1968136 52.9154876,-1.1970191 52.9153429,-1.1971198 52.9152716,-1.1972873 52.9151647,-1.1974077 52.9150771,-1.1980949 52.9146921,-1.1988099 52.9142958,-1.1992594 52.9140914,-1.1998805 52.913857,-1.2000804 52.9137867)",service,,tarmac,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.201468 52.9136343,-1.2008945 52.9137344,-1.200448 52.9138329,-1.2000667 52.9139303,-1.1995977 52.9140891,-1.1991813 52.9142546,-1.1988118 52.9144215,-1.1985266 52.9145749,-1.198378 52.914662,-1.1982567 52.9147225,-1.1980831 52.9148254,-1.1979511 52.9149029,-1.1975133 52.9151614,-1.1973444 52.9152656,-1.197161 52.9153893,-1.1969264 52.915565,-1.1966545 52.9157417)",cycleway,,gravel,,,no,,,,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.2024711 52.9137323,-1.2012991 52.9139664,-1.2007115 52.914102,-1.2002926 52.9142062,-1.2000731 52.9142691,-1.1997301 52.9143888,-1.1995248 52.9144722,-1.1992886 52.9145779,-1.1991124 52.9146749,-1.1989654 52.9147649,-1.1986552 52.9149555,-1.1973963 52.9156712,-1.1972304 52.9157724,-1.1971733 52.9158281,-1.197127 52.9158996,-1.1971152 52.9159439)",tertiary,Canal Side,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2007329 52.9156838,-1.200692 52.9155028,-1.2006906 52.9154749,-1.2006995 52.915315)",cycleway,Rylands Close,paving_stones,,,,,,yes,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2016753 52.9147104,-1.2015105 52.9146753,-1.201407 52.9146578,-1.201284 52.9146482,-1.2011315 52.9146399,-1.2004635 52.9146304,-1.2004153 52.9146338,-1.2003725 52.9146422,-1.2003274 52.9146597,-1.2002933 52.9146759,-1.2002762 52.9146907,-1.2002539 52.9147115,-1.2002415 52.9147277,-1.2002298 52.9147548,-1.200202 52.915305,-1.2006995 52.915315)",residential,Thorndyke Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2003725 52.9146422,-1.2001419 52.9146361)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2016239 52.9152169,-1.2019362 52.9152207,-1.2021481 52.9152243,-1.2022277 52.9152197,-1.2022667 52.9152749,-1.2026994 52.9157998,-1.2027909 52.9159183)",residential,Dunsmore Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2017446 52.9171011,-1.2018207 52.9170089,-1.2018805 52.9169337,-1.2019339 52.9168576,-1.2019653 52.9168024,-1.2019912 52.9167435,-1.2020106 52.9166776,-1.2020259 52.9165984,-1.202027 52.9165306,-1.2020187 52.9164579,-1.202007 52.9164004,-1.2019672 52.9163156,-1.2018878 52.9161703,-1.2017305 52.9158986,-1.2016536 52.9157559,-1.2016413 52.9157176,-1.2016309 52.9156833,-1.2016177 52.9156368,-1.2016079 52.9155722,-1.2016239 52.9152169,-1.2016352 52.9148789,-1.2016358 52.9148488,-1.2016401 52.9148102,-1.2016548 52.9147655,-1.2016753 52.9147104,-1.2017087 52.9146629,-1.2017386 52.914624,-1.2017596 52.9145968,-1.2018134 52.9145426,-1.2018739 52.9144933,-1.2019468 52.9144461,-1.2020097 52.9144085,-1.2020579 52.9143873,-1.2028622 52.9141156)",residential,Longlands Road,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2022277 52.9152197,-1.2022676 52.9152038,-1.2023254 52.915181,-1.2027654 52.9150472,-1.2028243 52.9150292,-1.2029292 52.9149973,-1.2029661 52.9149861)",residential,Dunsmore Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2028556 52.9150713,-1.2030478 52.915301)",service,,asphalt,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2029292 52.9149973,-1.2028394 52.9148921)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2000804 52.9137867,-1.2001894 52.913716,-1.2006352 52.9136073,-1.2009771 52.9135381)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2039674 52.9130798,-1.2037274 52.9131661,-1.203419 52.9132469,-1.2026249 52.9134141,-1.2016478 52.9136029,-1.201468 52.9136343)",cycleway,,gravel,,,no,,,,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.203675 52.9150466,-1.2035247 52.9150914,-1.2034338 52.9151626,-1.2033167 52.9152033,-1.2032909 52.9152285,-1.2031468 52.9152728,-1.2030478 52.915301,-1.2029284 52.9153379)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.197151 52.9260234,-1.1968346 52.9257432,-1.1970326 52.9256905,-1.1972429 52.925644)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1972429 52.925644,-1.1975767 52.9258941,-1.1970199 52.9261493)",service,,,,parking_aisle,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.197542 52.9288625,-1.1968107 52.9292795)",service,,,,,,,private,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1986228 52.9325999,-1.197742 52.9320121)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.199704 52.9258577,-1.1984057 52.9266421,-1.1982638 52.9267432,-1.19773 52.9272106,-1.1975683 52.9273143,-1.1935071 52.9298218,-1.1937392 52.9299563,-1.1938669 52.9300291)",service,,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1970326 52.9256905,-1.1973335 52.9259411)",service,,,,parking_aisle,,,destination,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1977264 52.9319885,-1.1973556 52.9321892)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1987453 52.9314034,-1.1978062 52.9318974,-1.1977514 52.9319378,-1.1977264 52.9319885,-1.197742 52.9320121)",service,,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.2005304 52.9323629,-1.2004423 52.9322792,-1.200357 52.9322016,-1.2002732 52.9321295,-1.200115 52.9320055,-1.1992977 52.9314626,-1.1991811 52.9314107,-1.1990656 52.9313941,-1.1989416 52.9313851,-1.1988343 52.9313855,-1.1987453 52.9314034)",service,,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1976267 52.9286472,-1.1975533 52.9286992,-1.1974869 52.9287545,-1.1974869 52.9288107,-1.197542 52.9288625,-1.197661 52.9289525,-1.1984164 52.9294989,-1.1992536 52.9300371,-1.1993696 52.9301711,-1.1994559 52.9302538,-1.1992276 52.9303866)",service,,,,,,,private,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1998393 52.9302402,-1.1999398 52.9301763)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1990538 52.9297396,-1.1990758 52.9297538,-1.1991593 52.9298077)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1992908 52.9296323,-1.1990758 52.9297538)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1990817 52.9294836,-1.198859 52.9296078,-1.1987669 52.9295479)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1994687 52.9297537,-1.1999372 52.9294981,-1.2001838 52.9293592)",residential,Harvest Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1999372 52.9294981,-1.1998674 52.9294488)",residential,Harvest Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1997199 52.9293412,-1.1998674 52.9294488)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2000122 52.9301327,-1.1996724 52.9298957,-1.1994687 52.9297537,-1.1992908 52.9296323,-1.1991673 52.9295444,-1.1990817 52.9294836,-1.1988988 52.929356,-1.1988857 52.929336,-1.1988853 52.9293136,-1.1989054 52.9292797,-1.1994905 52.9289497,-1.1995348 52.9289314,-1.1995987 52.9289211,-1.19969 52.9289174,-1.1997666 52.9289229,-1.1998254 52.9289342,-1.2002985 52.9292457,-1.2004422 52.9293404,-1.2008276 52.9295807,-1.2008739 52.9296071,-1.2009639 52.929658,-1.2010513 52.9296887,-1.201183 52.929717)",residential,Summer Crescent,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2020818 52.9307504,-1.2021285 52.930978,-1.2022709 52.9309652)",service,Serina Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1999398 52.9301763,-1.2000122 52.9301327,-1.2007418 52.9296929)",residential,Summer Crescent,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.201183 52.929717,-1.2010706 52.9298554,-1.2008583 52.9300001,-1.2005122 52.9302365)",residential,Hassocks Lane,unpaved,30 mph,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.201214 52.9296796,-1.2013145 52.9297213,-1.2014034 52.9297704,-1.2014452 52.929851,-1.2015022 52.9300893,-1.2015295 52.9302036,-1.2015735 52.9303881,-1.201608 52.9305257,-1.2016454 52.9306808,-1.2016777 52.9307372,-1.2017312 52.9307643,-1.2018035 52.9307705,-1.2019861 52.9307573,-1.2020818 52.9307504,-1.2022946 52.930735,-1.2025509 52.9307165,-1.2027372 52.9307008)",residential,Tattershall Drive,,30 mph,,,no,yes,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,yes,,,,,,
"LINESTRING (-1.2019363 52.9298788,-1.2018362 52.9294056,-1.201824 52.9293852,-1.2017776 52.9293697,-1.2017093 52.9293443)",residential,Hassocks Close,,,,,,private,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1979711 52.9287427,-1.1980345 52.9287831,-1.1981361 52.9288478)",residential,Autumn Way,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.198466 52.9290742,-1.1981361 52.9288478)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1976267 52.9286472,-1.1977826 52.9284847,-1.1979023 52.9284057,-1.1980539 52.9283649)",service,,,,,,yes,private,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1980539 52.9283649,-1.1979828 52.92845,-1.1978988 52.9285122,-1.1976267 52.9286472)",service,,,,,,yes,private,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.1972684 52.9279875,-1.1979032 52.9283416,-1.1980539 52.9283649)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1987118 52.9287838,-1.1988882 52.9286873,-1.1985682 52.9284832)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1995987 52.9289211,-1.1995724 52.928857,-1.1995509 52.9288133,-1.1995416 52.9288007,-1.1994973 52.9287527,-1.1994163 52.9286846,-1.1993869 52.9286571,-1.1993793 52.9286231,-1.1993913 52.9285983,-1.1994258 52.9285731,-1.1996698 52.9284365,-1.1997127 52.928405,-1.1997334 52.9283789,-1.1997436 52.9283597,-1.199736 52.9283347,-1.1994069 52.9281188,-1.1993659 52.9280979,-1.1993292 52.9280856,-1.1992835 52.9280881,-1.1992367 52.928101,-1.1985682 52.9284832,-1.1980345 52.9287831)",residential,Autumn Way,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1993793 52.9286231,-1.1993323 52.9286145,-1.1991647 52.9285107)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1993292 52.9280856,-1.1992881 52.9280445,-1.1991915 52.9279771)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1997127 52.928405,-1.1999052 52.9285432)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2000941 52.9284387,-1.1999052 52.9285432,-1.1997655 52.9286206)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2017981 52.9264158,-1.2015691 52.9264107,-1.2013266 52.926414,-1.2011642 52.926356,-1.2006078 52.926529,-1.2004341 52.9266223,-1.2002643 52.9267182,-1.2000809 52.9268418,-1.1999929 52.9269089,-1.1999097 52.9269898,-1.1997632 52.9271702,-1.1996247 52.927327,-1.1994326 52.9274831,-1.1991917 52.9276382,-1.1988877 52.927829,-1.1980808 52.9283482,-1.1980539 52.9283649)",unclassified,Padge Road,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1994729 52.92701,-1.1996505 52.927108,-1.1997632 52.9271702)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2004422 52.9293404,-1.2005541 52.9292787,-1.2007499 52.9291558)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2017093 52.9293443,-1.2015471 52.9292753)",residential,Hassocks Close,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2010758 52.9285348,-1.2014243 52.9284665)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2014905 52.9285883,-1.2014243 52.9284665,-1.2013635 52.9283515,-1.2012547 52.9281515,-1.201207 52.9280638,-1.2010569 52.92779,-1.2008972 52.9274959)",residential,Herald Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2023079 52.9288634,-1.2020539 52.9288865,-1.2019883 52.9289077,-1.2018361 52.9290209,-1.2015471 52.9292753,-1.2013483 52.9294863,-1.201214 52.9296796,-1.201183 52.929717)",residential,Hassocks Lane,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2021214 52.9292815,-1.2019083 52.9292998,-1.201824 52.9293852)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2024361 52.9299898,-1.202404 52.9298024,-1.2022615 52.929151,-1.202091 52.9289397,-1.2020539 52.9288865,-1.2020364 52.9288454,-1.202206 52.928644,-1.2023236 52.9282179,-1.2023632 52.9280867,-1.2023557 52.9280351,-1.2023313 52.927991)",cycleway,,asphalt,,,yes,,,yes,,,,4.5,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,no,,Nottingham,,,,,,,,,
"LINESTRING (-1.2006604 52.9278715,-1.2010569 52.92779)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2003471 52.9274228,-1.2004447 52.9275881)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2013746 52.927783,-1.2017106 52.9277139)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2021097 52.9272487,-1.2020104 52.9272696,-1.2015542 52.927362,-1.201521 52.9273688,-1.2011342 52.927448,-1.2008972 52.9274959,-1.2004447 52.9275881,-1.2002306 52.9276313)",residential,Templar Road,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2017671 52.9278204,-1.2017106 52.9277139,-1.201521 52.9273688)",residential,Saxton Close,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.2019276 52.926727,-1.2018437 52.92674,-1.2019322 52.9269747,-1.2020104 52.9272696,-1.2021795 52.9277288,-1.2022684 52.9279063,-1.2023109 52.9279538,-1.2023313 52.927991)",cycleway,,asphalt,,,yes,,,,,,,3,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,no,,Nottingham,,,,,,,,,
"LINESTRING (-1.2020096 52.9269582,-1.2019322 52.9269747,-1.2015365 52.9270461,-1.2014903 52.9269657)",service,,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2022561 52.9276389,-1.2021097 52.9272487,-1.2020096 52.9269582,-1.2019685 52.9268423,-1.2019276 52.926727)",tertiary,Beacon Road,asphalt,,,yes,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.2020639 52.9267463,-1.2021726 52.9267138)",residential,Dallas York Road,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,,,,,,,,,,
"LINESTRING (-1.1999878 52.9257411,-1.199829 52.9259006,-1.199629 52.9261096,-1.1990043 52.9264863,-1.1988574 52.9266294)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2006992 52.9260103,-1.2004761 52.9258657,-1.20027 52.9257609,-1.2001324 52.9257332,-1.1999878 52.9257411,-1.199704 52.9258577)",service,,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.2002975 52.9263328,-1.200531 52.9264804,-1.2006078 52.926529)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2011642 52.926356,-1.201094 52.9262522,-1.2008813 52.9261219,-1.2006992 52.9260103)",unclassified,Bowden Drive,,,,,,,,,,,,,"Beeston,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
"LINESTRING (-1.2012792 52.9260631,-1.201128 52.9259579,-1.2008813 52.9261219)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.2015927 52.9259034,-1.2014934 52.9258016,-1.201381 52.92573)",tertiary,Humber Road South,,,,,,,,,,,,,"Nottingham,Nottinghamshire,United Kingdom",Nottinghamshire,,,Nottingham,,,,,,,,,
