WKT,highway,name,surface,noname,oneway,lanes,maxspeed,ref,service,junction,source_1
"LINESTRING (-59.6034355 13.1180393,-59.6034096 13.1180941,-59.603311 13.1181796)",secondary,Bank Hall Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6031812 13.1182166,-59.6031732 13.1181957,-59.6031727 13.1181734,-59.6031795 13.1181523,-59.6031929 13.1181345,-59.6032115 13.1181218,-59.6032331 13.1181157,-59.6032557 13.1181166,-59.6032768 13.1181245,-59.6032943 13.1181388,-59.6033061 13.1181578,-59.603311 13.1181796,-59.6033095 13.1181974,-59.6033032 13.1182142,-59.6032926 13.1182289,-59.6032699 13.1182448,-59.6032426 13.1182506,-59.6032151 13.1182455,-59.6031956 13.1182338,-59.6031812 13.1182166)",secondary,,asphalt,yes,,1,,,,roundabout,
"LINESTRING (-59.6032926 13.1182289,-59.6033306 13.1183065,-59.6033385 13.118473)",secondary,Codrington Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6033385 13.118473,-59.6032488 13.1183437,-59.6032151 13.1182455)",secondary,Codrington Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6029425 13.1180826,-59.603026 13.1180822,-59.6032115 13.1181218)",secondary,Waterford Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6031727 13.1181734,-59.6030328 13.1181399,-59.6029425 13.1180826)",secondary,Waterford Road,asphalt,,yes,,,,,,
"LINESTRING (-59.6029425 13.1180826,-59.6028254 13.1180548,-59.6026614 13.1180194,-59.6024433 13.1179773,-59.6021748 13.1179189,-59.6018158 13.1178451,-59.6015347 13.1177873,-59.6009209 13.1176574,-59.6003279 13.117519)",secondary,Waterford Road,asphalt,,,2,,,,,
"LINESTRING (-59.6001834 13.1031258,-59.599474 13.1031436)",residential,,,yes,,,,,,,
"LINESTRING (-59.6099641 13.1030638,-59.6099442 13.1030407,-59.6099332 13.1030125,-59.6099322 13.1029824,-59.6099415 13.1029536,-59.6099599 13.1029293,-59.6099854 13.1029123,-59.6100153 13.1029043,-59.6100462 13.1029063,-59.6100747 13.102918,-59.6100973 13.1029376,-59.6101122 13.1029633,-59.6101179 13.1029922,-59.6101138 13.1030214,-59.6101004 13.1030478,-59.6100789 13.1030686,-59.6100518 13.1030816,-59.6100211 13.1030855,-59.6099907 13.1030793,-59.6099641 13.1030638)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.6011514 13.1052308,-59.6010988 13.1052182,-59.6010616 13.105204,-59.6010303 13.1051877,-59.601006 13.1051703,-59.600993 13.1051461,-59.6009855 13.105124,-59.6009865 13.105093,-59.6009919 13.1050699,-59.6009995 13.1050504,-59.6010189 13.1050105)",primary_link,,asphalt,yes,yes,1,,,,,
"LINESTRING (-59.6011514 13.1052308,-59.6008327 13.105265,-59.6007085 13.1052744,-59.6005757 13.1052797)",primary,,asphalt,yes,yes,,,,,,
"LINESTRING (-59.600221 13.1062471,-59.6003365 13.1061977,-59.6004179 13.1061669,-59.6005166 13.1061354,-59.6006462 13.1061081,-59.6008157 13.1060776,-59.6010057 13.1060544,-59.6013677 13.1059983,-59.6014022 13.1059883,-59.6014298 13.1059752,-59.601447 13.1059594,-59.6014681 13.1059326,-59.60148 13.1059016,-59.6014805 13.1058584,-59.6014748 13.1058239,-59.6014419 13.1056237,-59.6014098 13.1054341,-59.6013742 13.1052127)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6062868 13.1060353,-59.6057265 13.1058994,-59.6051182 13.1055513)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6028617 13.1060678,-59.6025594 13.1060868,-59.6025378 13.1060905,-59.6025224 13.1060954,-59.6025065 13.1061036,-59.6024941 13.1061128,-59.6024852 13.1061215,-59.602476 13.1061341,-59.6024709 13.1061441,-59.6024652 13.1061554,-59.6024612 13.1061696,-59.6024579 13.1061888,-59.6024008 13.1069903)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6021755 13.1053654,-59.6028806 13.1059061,-59.6030678 13.1060356,-59.6033646 13.1062113,-59.603825 13.1064685,-59.6042228 13.1067003,-59.60468 13.1069667)",secondary,Bridge Road,asphalt,,,2,,,,,
"LINESTRING (-59.6049619 13.1071294,-59.6055712 13.1074779)",secondary,Bridge Road,asphalt,,,2,,,,,
"LINESTRING (-59.6056465 13.1070947,-59.6066951 13.1076571)",residential,Dash Gap,asphalt,,,,,,,,
"LINESTRING (-59.6042124 13.1082573,-59.6044604 13.1075771,-59.6044705 13.1075532,-59.6044822 13.1075408,-59.604495 13.1075336,-59.6045125 13.1075273,-59.6045418 13.1075232,-59.6048162 13.1075605,-59.6051607 13.1076102,-59.605522 13.10767)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6075993 13.1056443,-59.6076961 13.1056743,-59.6077184 13.1056909,-59.6077293 13.1057026,-59.6077383 13.1057215,-59.6077436 13.1057469,-59.6077439 13.1057748,-59.6077322 13.1058152,-59.6076365 13.1059778,-59.6071418 13.1068811,-59.6071224 13.1069165,-59.6068833 13.1073122,-59.6066951 13.1076571,-59.6065347 13.1079678)",residential,Prescod Bottom,asphalt,,,,,,,,
"LINESTRING (-59.6099703 13.1072772,-59.6098682 13.1072461,-59.6097927 13.1072347,-59.6097321 13.1072285,-59.6096842 13.1072296,-59.6096661 13.1072332,-59.609647 13.1072415,-59.6096311 13.1072586,-59.6096119 13.1072829,-59.6095369 13.1074326,-59.6095337 13.1074517,-59.6095359 13.1074714,-59.609546 13.1074926,-59.6095651 13.1075149,-59.6095965 13.1075398,-59.6096412 13.1075626,-59.6097023 13.107589)",residential,,,,,,,,,,
"LINESTRING (-59.6070197 13.1082081,-59.6076552 13.1069855)",residential,Mottley Land,asphalt,,,,,,,,
"LINESTRING (-59.6078483 13.1069521,-59.6072579 13.1083314)",residential,Halls Land,asphalt,,,,,,,,
"LINESTRING (-59.6084753 13.1060565,-59.6074296 13.1084174)",residential,Headley Land,asphalt,,,,,,,,
"LINESTRING (-59.6078705 13.1086338,-59.6089762 13.1058856,-59.6089879 13.1058665,-59.6090049 13.1058478,-59.6090235 13.1058308,-59.6090501 13.1058162,-59.6090714 13.1058121,-59.6091054 13.1058116,-59.6091559 13.1058168,-59.6092439 13.1058303,-59.6093234 13.1058494,-59.6093628 13.1058504,-59.6094027 13.1058442,-59.6094356 13.1058318,-59.6094649 13.1058121,-59.6094904 13.1057867,-59.6095457 13.1057137,-59.6095723 13.1056868,-59.6096079 13.1056557)",residential,Taylor Land,asphalt,,,,,,,,
"LINESTRING (-59.6081736 13.1087995,-59.6092226 13.1063381)",residential,Advent Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6104818 13.1070931,-59.6104675 13.1070915,-59.6104521 13.1070952,-59.6104398 13.1071003,-59.6104297 13.1071071,-59.6104202 13.1071167,-59.6104037 13.1071413,-59.6099817 13.1080017,-59.6099722 13.1080287,-59.6099716 13.1080473,-59.6099748 13.1080649,-59.6099828 13.1080804,-59.6100009 13.1080981,-59.6104933 13.1083513,-59.6107517 13.1084828,-59.6107708 13.108488,-59.6107878 13.108488,-59.6108091 13.1084823,-59.6108346 13.1084709,-59.6108511 13.108458,-59.6108628 13.1084404,-59.6111082 13.1079611,-59.6112826 13.1076162,-59.6112885 13.1075954,-59.6112911 13.1075711,-59.6112864 13.1075457,-59.6112773 13.1075193,-59.6112587 13.1074986,-59.6112358 13.1074831,-59.6104818 13.1070931)",residential,Pavillion Road,,,,,,,,,
"LINESTRING (-59.6092439 13.1058303,-59.6092458 13.1059488,-59.6092501 13.1059965,-59.6092575 13.1060307,-59.6092735 13.1060721,-59.6092969 13.1061114,-59.6093862 13.1062212,-59.6093995 13.106243,-59.6094075 13.1062642,-59.6094096 13.1062808,-59.6094075 13.1063031,-59.6093984 13.106662,-59.6094016 13.106692,-59.6094075 13.1067153,-59.6094149 13.1067365,-59.6094659 13.1068235,-59.6094745 13.1068437,-59.6094776 13.1068575,-59.6094782 13.1068766,-59.6094734 13.1068992,-59.6094431 13.1069799,-59.6086053 13.1090274)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6094044 13.1077357,-59.6088223 13.1091413)",residential,Mayers Gap,asphalt,,,,,,,,
"LINESTRING (-59.6095003 13.1080102,-59.6089935 13.1092263)",residential,Brathwaite Road,asphalt,,,,,,,,
"LINESTRING (-59.6092995 13.108836,-59.6091126 13.1092822)",service,Nurse Avenue,asphalt,,,,,,,,
"LINESTRING (-59.6101203 13.1090952,-59.6104933 13.1083513)",residential,,,yes,,,,,,,
"LINESTRING (-59.6100009 13.1080981,-59.6094051 13.1094386)",residential,Downey Gap,,,,,,,,,
"LINESTRING (-59.6107966 13.1094308,-59.6104521 13.1092547,-59.6101203 13.1090952,-59.6098361 13.1089388)",residential,Progressive Road,,,,,,,,,
"LINESTRING (-59.6104521 13.1092547,-59.6101506 13.1098291)",residential,Progressive Road,asphalt,,,,,,,,
"LINESTRING (-59.6045814 13.1084272,-59.6048162 13.1075605)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6059415 13.1078747,-59.6058907 13.107863,-59.6058493 13.1078705,-59.6058153 13.1079204,-59.605815 13.1079297,-59.6058198 13.1079374,-59.6059953 13.1080368,-59.6060022 13.1080551,-59.6060012 13.1080764,-59.6059231 13.1082691)",service,,asphalt,yes,,,,,,,
"LINESTRING (-59.6061583 13.1083801,-59.6059231 13.1082691,-59.6056983 13.1081658,-59.6054247 13.1080705)",residential,Gilkes Road,asphalt,,,,,,,,
"LINESTRING (-59.6059696 13.1094624,-59.6061301 13.1091251,-59.6066538 13.1080248)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6056983 13.1081658,-59.6056232 13.1083474,-59.6056286 13.1083787,-59.605642 13.1084023,-59.6059625 13.1085747,-59.6059705 13.1085916,-59.6059799 13.1086165,-59.6059725 13.1086493,-59.6058423 13.1090115)",residential,,,,,,,,,,
"LINESTRING (-59.6048983 13.1085629,-59.6051607 13.1076102)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6069612 13.1081791,-59.6063201 13.109572,-59.606277 13.1095937,-59.6062286 13.1095866,-59.6059696 13.1094624,-59.6055417 13.1092761)",residential,2nd Avenue Sealy Land,asphalt,,,,,,,,
"LINESTRING (-59.6061301 13.1091251,-59.6058423 13.1090115,-59.6056131 13.108921)",residential,,,,,,,,,,
"LINESTRING (-59.6052221 13.1087048,-59.6048983 13.1085629,-59.6047058 13.1084841,-59.6045814 13.1084272,-59.6042124 13.1082573,-59.6038901 13.108103,-59.6038157 13.1080615,-59.6038027 13.1080571,-59.6037912 13.1080558,-59.603779 13.1080571,-59.6037697 13.1080595,-59.6037591 13.1080647,-59.603746 13.1080771,-59.6035201 13.1084404)",residential,Deanes Village,asphalt,,,,,,,,
"LINESTRING (-59.6042865 13.109118,-59.6044567 13.1089461,-59.6044907 13.1089036,-59.6045205 13.1088643,-59.6045567 13.1088011,-59.6047058 13.1084841)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6045947 13.1095054,-59.6042865 13.109118,-59.6039308 13.1086884,-59.6039064 13.1086512,-59.6038713 13.1085849,-59.6037981 13.1083433,-59.6037955 13.1083275,-59.6037942 13.1083145,-59.6037936 13.1082928,-59.6037971 13.1082734,-59.6038053 13.1082513,-59.6038901 13.108103)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6032677 13.1073245,-59.6033646 13.1062113)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.602703 13.1082257,-59.6027451 13.107497,-59.6028617 13.1060678,-59.6028806 13.1059061)",residential,Glendairy Road,asphalt,,,,,,,,
"LINESTRING (-59.6023586 13.1075012,-59.6027451 13.107497)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6055712 13.1074779,-59.605522 13.10767,-59.605471 13.1078989,-59.6054247 13.1080705,-59.6053753 13.1082708,-59.6052934 13.1085276,-59.6052221 13.1087048,-59.6051286 13.1088984,-59.6050477 13.1090434,-59.6049871 13.1091408,-59.6048935 13.109263,-59.6048021 13.109348,-59.6045947 13.1095054,-59.6040566 13.1098679,-59.6035323 13.1102128,-59.6034483 13.1102719,-59.6033515 13.1103413,-59.6032898 13.1103941,-59.6032271 13.1104562,-59.6031824 13.1105199,-59.603125 13.1106106,-59.6030819 13.1106851,-59.6028984 13.1110435,-59.6028564 13.1111336,-59.6028224 13.1112424,-59.6027788 13.1114091,-59.6027469 13.111638,-59.6027416 13.1117343,-59.6027774 13.1119911,-59.6028397 13.1121273,-59.6028648 13.1121823,-59.6029453 13.1123325)",primary,Highway 3,asphalt,,,,,H3,,,
"LINESTRING (-59.6047978 13.1102242,-59.604725 13.1102801,-59.6046665 13.1103143,-59.6046005 13.110335,-59.6045208 13.1103392,-59.6043581 13.1103226,-59.6039103 13.1102387,-59.6037944 13.110217,-59.6037189 13.1102118,-59.6035323 13.1102128)",residential,Powder Road,asphalt,,,,,,,,
"LINESTRING (-59.6060367 13.1114983,-59.6055561 13.1112641)",residential,,,yes,,,,,,,
"LINESTRING (-59.6026839 13.1102716,-59.6032271 13.1104562)",service,,asphalt,yes,,,,,driveway,,
"LINESTRING (-59.6036464 13.1116263,-59.6032511 13.1117427)",service,,,,,,,,,,
"LINESTRING (-59.6031357 13.1113947,-59.6032511 13.1117427,-59.6032993 13.1118884,-59.603294 13.1119407,-59.6032537 13.1119759,-59.6028397 13.1121273)",service,,,,,,,,,,
"LINESTRING (-59.601801 13.1126506,-59.6024876 13.1118517,-59.6027469 13.111638)",residential,1st Avenue Goodings Land,,,,,,,,,
"LINESTRING (-59.6014067 13.1123131,-59.6017001 13.1117821,-59.6022433 13.1108825,-59.6022595 13.1108641,-59.602279 13.1108426,-59.6023119 13.1108205,-59.6023427 13.1108094,-59.6023686 13.1108058,-59.6024074 13.1108047,-59.6024528 13.1108205,-59.6028984 13.1110435)",residential,2nd Avenue Goodings Land,asphalt,,,,,,,,
"LINESTRING (-59.6011522 13.1120896,-59.6011589 13.1120446,-59.6017423 13.1110645)",residential,Goodings Road,asphalt,,,,,,,,
"LINESTRING (-59.6033744 13.1127503,-59.6035026 13.112641,-59.604638 13.1116748,-59.604736 13.1116564,-59.6048327 13.111692)",residential,5th Avenue Park Road,,,,,,,,,
"LINESTRING (-59.6026441 13.1133045,-59.6020888 13.112898,-59.601801 13.1126506,-59.6015901 13.11247,-59.6014067 13.1123131,-59.6011723 13.1121301,-59.6011522 13.1120896)",residential,Goodings Road,asphalt,,,,,,,,
"LINESTRING (-59.6015901 13.11247,-59.6013158 13.1127805)",residential,,,,,,,,,,
"LINESTRING (-59.6004716 13.1078869,-59.6004421 13.1079229,-59.6004172 13.1079649,-59.6004032 13.108008,-59.6003903 13.1080606,-59.6003719 13.1081489,-59.6003104 13.1084465,-59.6002672 13.1086453)",residential,,,,,,,,,,
"LINESTRING (-59.562496 13.1317913,-59.5624119 13.1317393,-59.5623186 13.1316968,-59.5622664 13.1316819,-59.5619738 13.1315988,-59.5615466 13.1315132,-59.5611745 13.1314516,-59.5606879 13.1314001,-59.5602797 13.1313953,-59.5600713 13.1313949)",tertiary,Walkers,,,,,40,,,,KG Ground Survey 2015
"LINESTRING (-59.5622664 13.1316819,-59.5622751 13.1325061)",residential,,,,,,,,,,
"LINESTRING (-59.5622751 13.1325061,-59.5623069 13.1327956)",residential,,,,,,,,,,
"LINESTRING (-59.5604928 13.1356915,-59.5602634 13.1350124,-59.559972 13.1342958,-59.5597542 13.1338075,-59.5597397 13.1337021,-59.5597341 13.1335835)",residential,,,,,,,,,,
"LINESTRING (-59.5594617 13.1356423,-59.5593947 13.1358585,-59.5593315 13.1362223,-59.5592651 13.1366044)",residential,,,,,,,,,,
"LINESTRING (-59.5599887 13.1358456,-59.5600356 13.1361977,-59.5600178 13.1364718,-59.5599173 13.136811)",residential,,,,,,,,,,
"LINESTRING (-59.5607441 13.1365,-59.5604801 13.1365218,-59.5603751 13.1365762,-59.5602992 13.1366719)",residential,,,,,,,,,,
"LINESTRING (-59.5607942 13.1368207,-59.560757 13.1367208,-59.5607416 13.1365935,-59.5607441 13.1365,-59.5607483 13.1363897,-59.5607268 13.1362478,-59.5606794 13.1361082,-59.5606301 13.1360008,-59.5605443 13.1358002,-59.5604928 13.1356915)",residential,,,yes,,,,,,,
"LINESTRING (-59.5619262 13.1367196,-59.5618489 13.1364689)",residential,Walkers Park E,,,,,,,,,
"LINESTRING (-59.5614783 13.1369329,-59.5619262 13.1367196,-59.5620377 13.1366862,-59.5622437 13.1367029)",residential,Walkers Park E,,,,,,,,,
"LINESTRING (-59.5590971 13.1378104,-59.5591239 13.1377679,-59.5591974 13.1372137)",residential,,,yes,,,,,,,
"LINESTRING (-59.5613719 13.1373882,-59.562195 13.1375904,-59.5622533 13.1376038,-59.5623103 13.1375886,-59.5623381 13.137497,-59.5623739 13.1374526,-59.5624251 13.1374238,-59.5625997 13.137418)",residential,Walkers Park E,,,,,,,,,
"LINESTRING (-59.5611969 13.1365326,-59.5614783 13.1369329,-59.5614828 13.1371149,-59.5614377 13.1372537,-59.5613719 13.1373882,-59.5612052 13.1375388,-59.5611193 13.137731,-59.5610764 13.1378982)",residential,Walkers Park E,,,,,,,,,
"LINESTRING (-59.5600189 13.1385355,-59.5598727 13.1385022,-59.5598046 13.1384873,-59.5597432 13.1384591,-59.5595377 13.1383101)",residential,Derf Road,,,,,,,,,
"LINESTRING (-59.5622351 13.1381907,-59.5616534 13.1380423,-59.5610764 13.1378982,-59.5610421 13.1378898,-59.5609305 13.1378647)",residential,Walkers Park E,,,,,,,,,
"LINESTRING (-59.5601948 13.1389593,-59.5599865 13.1388834)",residential,Derf Road,,,,,,,,,
"LINESTRING (-59.5597432 13.1384591,-59.5596774 13.1385418,-59.5596173 13.1386337,-59.5595014 13.1387975,-59.5593752 13.1389318,-59.559193 13.1390978)",residential,Derf Road,,,,,,,,,
"LINESTRING (-59.559193 13.1390978,-59.5592166 13.1391088,-59.5592336 13.1391282,-59.5592409 13.1391527,-59.5592375 13.139178,-59.5592237 13.1391997,-59.5592021 13.1392141,-59.5591764 13.1392187,-59.5591509 13.1392127,-59.5591302 13.1391971,-59.5591177 13.1391747,-59.5591157 13.1391493,-59.5591245 13.1391252,-59.5591426 13.1391068,-59.5591668 13.1390971,-59.559193 13.1390978)",residential,Derf Road,,,yes,,,,,,
"LINESTRING (-59.5606951 13.138945,-59.56081 13.1384987,-59.5608435 13.1384607,-59.5608915 13.1384522)",residential,Walkers,,,,,,,,,
"LINESTRING (-59.5606951 13.138945,-59.5606258 13.138925,-59.5605577 13.1389359,-59.5604996 13.1389794,-59.5604315 13.1390272,-59.5603634 13.1390533,-59.5602975 13.1390413,-59.5602573 13.1390142,-59.5601948 13.1389593)",residential,,,,,,,,,,
"LINESTRING (-59.5623745 13.1388369,-59.5623234 13.1387972,-59.5616841 13.1386484,-59.5608915 13.1384522)",residential,Walkers,,,,,,,,,
"LINESTRING (-59.5601924 13.1394946,-59.5599034 13.1394597)",residential,Derf Road,,,,,,,,,
"LINESTRING (-59.5599006 13.1395113,-59.5599034 13.1394597,-59.5599865 13.1388834,-59.5600207 13.1386337,-59.5600189 13.1385355,-59.5600742 13.1383813,-59.5601511 13.1382549)",residential,Derf Road,,,,,,,,,
"LINESTRING (-59.5623362 13.1393484,-59.5616097 13.1391612,-59.5606951 13.138945)",residential,Walkers,,,,,,,,,
"LINESTRING (-59.5612997 13.1396345,-59.561285 13.1396153,-59.5608227 13.1395052,-59.5605228 13.1394337)",residential,,,yes,,,,,,,
"LINESTRING (-59.5618441 13.1404387,-59.561869 13.1403253,-59.5619093 13.1402247,-59.5619922 13.1401221,-59.5621477 13.1400269,-59.5622507 13.1399295,-59.5623008 13.1397925,-59.5623332 13.1395655,-59.5623362 13.1393484,-59.5623918 13.1388906,-59.5623745 13.1388369)",residential,Walkers,,,,,,,,,
"LINESTRING (-59.5589969 13.1567775,-59.5590197 13.1565819,-59.5590129 13.1565153,-59.5589901 13.1564642)",residential,,,,,,,,,,
"LINESTRING (-59.6287204 13.1476057,-59.6293757 13.1477299,-59.629886 13.1477117)",residential,Croton Drive,asphalt,,,,,,,,
"LINESTRING (-59.6313307 13.1474703,-59.6315412 13.1477219,-59.6315448 13.1477414)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.630252 13.1480372,-59.6302814 13.1476178,-59.6303463 13.1470713)",residential,,,yes,,,,,,,
"LINESTRING (-59.6315448 13.1477414,-59.6315413 13.1477608,-59.6313675 13.147899)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6299106 13.1480477,-59.630252 13.1480372,-59.6304925 13.1480326,-59.6307149 13.1479695,-59.6311283 13.1476233)",residential,Violet Circle,asphalt,,,,,,,,
"LINESTRING (-59.6321612 13.1485183,-59.6341611 13.1484831,-59.6341836 13.1484739,-59.6342009 13.148449,-59.6342068 13.1482049)",residential,8th Avenue,,,no,,,,,,
"LINESTRING (-59.6340742 13.1492327,-59.6340673 13.1490649,-59.6340433 13.1490247,-59.6340067 13.149008,-59.6320739 13.1490324)",residential,9th Avenue,,,no,,,,,,
"LINESTRING (-59.6317482 13.1504678,-59.6318446 13.1500746,-59.6319681 13.1495613,-59.6320739 13.1490324,-59.6321612 13.1485183,-59.6322628 13.1479931,-59.6322657 13.1474775,-59.6322595 13.1469819,-59.6322535 13.1464687,-59.6322432 13.1459423,-59.6322288 13.1448787,-59.6321766 13.1446545,-59.6320993 13.1444874,-59.6320049 13.144362,-59.6318933 13.14427,-59.6317493 13.1442218,-59.6315352 13.1441739,-59.6313835 13.1441558,-59.6312933 13.144145,-59.630634 13.1440549)",residential,West Terrace Gardens,asphalt,,,,,,,,
"LINESTRING (-59.6354149 13.1503005,-59.635237 13.1502839,-59.6344875 13.1502474)",residential,,,,,,,,,,
"LINESTRING (-59.634329 13.1507824,-59.6350627 13.1509355)",residential,,,yes,,,,,,,
"LINESTRING (-59.6348923 13.151543,-59.6343177 13.1514242)",residential,,,,,,,,,,
"LINESTRING (-59.6347486 13.1518883,-59.6346886 13.1518963,-59.6343247 13.1518688)",residential,,,,,,,,,,
"LINESTRING (-59.6348752 13.1526783,-59.6339769 13.1526915)",residential,Appleby Gardens No 1,asphalt,,,,,,,,
"LINESTRING (-59.6313237 13.1486054,-59.6313402 13.1486222,-59.6313634 13.1488747)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6310127 13.1486155,-59.6313043 13.1485978,-59.6313237 13.1486054)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6319681 13.1495613,-59.6340263 13.1495033,-59.6340606 13.1494879,-59.6340801 13.1494477,-59.6340742 13.1492327)",residential,10th Avenue,,,no,,,,,,
"LINESTRING (-59.6340816 13.1505598,-59.6341108 13.150545,-59.6341288 13.1505056,-59.6341176 13.1500738,-59.6340763 13.1500417,-59.6340247 13.1500281,-59.6328632 13.1500475,-59.6318446 13.1500746)",residential,11th Avenue,,,no,,,,,,
"LINESTRING (-59.6318017 13.1505303,-59.6331642 13.1505569,-59.6340816 13.1505598)",residential,12th Avenue,,,no,,,,,,
"LINESTRING (-59.6316714 13.1505112,-59.6316829 13.1504905,-59.6317013 13.1504752,-59.631724 13.1504673,-59.6317482 13.1504678,-59.6317692 13.1504757,-59.6317862 13.1504899,-59.6317975 13.1505088,-59.6318017 13.1505303,-59.6317983 13.1505521,-59.6317876 13.1505714,-59.631771 13.1505863,-59.6317502 13.1505949,-59.6317271 13.1505962,-59.6317049 13.1505897,-59.6316863 13.1505763,-59.6316735 13.1505574,-59.6316681 13.1505345,-59.6316714 13.1505112)",residential,,,,,,,,,roundabout,
"LINESTRING (-59.6308415 13.1501442,-59.630895 13.1501192,-59.6309492 13.1500854,-59.6310036 13.1500304,-59.6310405 13.149968,-59.6310747 13.149888,-59.6310964 13.1497989,-59.6311109 13.1496856,-59.6311157 13.1495683,-59.6311004 13.149202,-59.6310789 13.1488867,-59.6310127 13.1486155,-59.6308668 13.1482733,-59.6307149 13.1479695)",residential,Cherry Drive,asphalt,,,,,,,,
"LINESTRING (-59.6304499 13.1491297,-59.6307555 13.1491018)",residential,,asphalt,yes,,,,,,,
"LINESTRING (-59.6299844 13.1485621,-59.6296249 13.1486372)",track,,,,,,,,,,
"LINESTRING (-59.6300555 13.1491649,-59.6304499 13.1491297)",residential,Cherry Drive,asphalt,,,,,,,,
"LINESTRING (-59.6295958 13.1484016,-59.6296249 13.1486372,-59.6296658 13.1489387,-59.6296384 13.1489877)",residential,Hibiscus Drive,asphalt,,,,,,,,
"LINESTRING (-59.6304499 13.1491297,-59.6305182 13.1499305,-59.6305355 13.150003,-59.6305557 13.1500676,-59.6305972 13.150114,-59.630654 13.1501449,-59.6307217 13.1501639,-59.6307957 13.1501571,-59.6308415 13.1501442)",residential,Cherry Drive,asphalt,,,,,,,,
"LINESTRING (-59.6337699 13.1513044,-59.6337642 13.1510696,-59.6337335 13.1510418,-59.6336931 13.151033,-59.6317629 13.1510903)",residential,13 Avenue,,,no,,,,,,
"LINESTRING (-59.6317764 13.151606,-59.6337287 13.1515554,-59.6337545 13.1515495,-59.6337755 13.1515247,-59.6337699 13.1513044)",residential,14th Avenue,,,no,,,,,,
"LINESTRING (-59.6317629 13.1510903,-59.6315765 13.1510923)",residential,,,yes,,,,,,,
"LINESTRING (-59.6317931 13.153079,-59.6317886 13.1526172,-59.6317841 13.1521011,-59.6317764 13.151606,-59.6317629 13.1510903,-59.6317502 13.1505949)",residential,,,yes,,,,,,,
"LINESTRING (-59.6317764 13.151606,-59.6314572 13.1516147)",residential,,,yes,,,,,,,
"LINESTRING (-59.6334175 13.1520801,-59.6334574 13.1525475,-59.6334304 13.1525898)",residential,16th Avenue,,,no,,,,,,
"LINESTRING (-59.6313354 13.1520765,-59.6317841 13.1521011,-59.6334175 13.1520801,-59.6336316 13.1521101)",residential,15th Avenue,,,no,,,,,,
"LINESTRING (-59.6334304 13.1525898,-59.6333788 13.1526113,-59.6317886 13.1526172,-59.6312804 13.152631)",residential,16th Avenue,,,no,,,,,,
"LINESTRING (-59.6314077 13.1504223,-59.6309636 13.1507817,-59.6305316 13.15111)",residential,,,,,,,,,,
"LINESTRING (-59.6299736 13.1510812,-59.6305316 13.15111,-59.6308456 13.1511049,-59.6310367 13.1510982,-59.6311729 13.1510499,-59.6312412 13.1510104,-59.6313038 13.150921,-59.6313991 13.1507339,-59.6314769 13.1506435,-59.6315249 13.1506118,-59.6315761 13.1505871,-59.6316735 13.1505574)",residential,,,yes,,,,,,,
"LINESTRING (-59.6308456 13.1511049,-59.630811 13.151653,-59.6308135 13.1517617)",residential,,,yes,,,,,,,
"LINESTRING (-59.6303702 13.1516613,-59.6303552 13.151627,-59.6303425 13.1514081)",residential,,,yes,,,,,,,
"LINESTRING (-59.630811 13.151653,-59.6304021 13.1516765,-59.6303702 13.1516613)",residential,,,yes,,,,,,,
"LINESTRING (-59.6292772 13.1518028,-59.62919 13.1515006,-59.6291042 13.1511985,-59.6290523 13.1509685,-59.6290712 13.1507426,-59.6291045 13.1505453,-59.6291547 13.1503993,-59.6292223 13.1502464,-59.6292625 13.1501111,-59.629292 13.1499417,-59.6293109 13.1496619)",residential,Tulip Drive,asphalt,,,,,,,,
"LINESTRING (-59.62919 13.1515006,-59.6293768 13.1514285,-59.6294578 13.1513536,-59.6295535 13.1512643,-59.6296188 13.1511292,-59.629671 13.1510115,-59.629703 13.1508554,-59.629717 13.1507374,-59.6297383 13.1506201)",residential,Sunflower Drive,asphalt,,,,,,,,
"LINESTRING (-59.6307875 13.1522281,-59.6307723 13.1525062,-59.6307794 13.1525872)",residential,,,yes,,,,,,,
"LINESTRING (-59.6293348 13.15266,-59.6293757 13.1526694,-59.6307723 13.1525062)",residential,,,yes,,,,,,,
